"hospital_no","course_no","flg_qa_no","flg_qa","flg_qa_title","flg_qa_answer01","flg_qa_answer02","flg_qa_answer03","flg_qa_answer04","flg_qa_answer05","flg_qa_answer06","flg_qa_answer07","flg_qa_answer08","flg_qa_answer09","flg_qa_answer10","rgst","updt","created_id","updated_id"
"2","35","1","1",,,,,,,,,,,,"2018-10-22 15:05:44","2018-10-22 15:05:44","A2728","A2728"
"2","35","2","1",,,,,,,,,,,,"2018-10-22 15:05:44","2018-10-22 15:05:44","A2728","A2728"
"2","35","3","1",,,,,,,,,,,,"2018-10-22 15:05:44","2018-10-22 15:05:44","A2728","A2728"
"2","35","4","1",,,,,,,,,,,,"2018-10-22 15:05:44","2018-10-22 15:05:44","A2728","A2728"
"2","35","5","1",,,,,,,,,,,,"2018-10-22 15:05:44","2018-10-22 15:05:44","A2728","A2728"
"2","36","1","1",,,,,,,,,,,,"2018-10-22 15:07:45","2018-10-22 15:07:45","A2728","A2728"
"2","36","2","1",,,,,,,,,,,,"2018-10-22 15:07:45","2018-10-22 15:07:45","A2728","A2728"
"2","36","3","1",,,,,,,,,,,,"2018-10-22 15:07:45","2018-10-22 15:07:45","A2728","A2728"
"2","36","4","1",,,,,,,,,,,,"2018-10-22 15:07:45","2018-10-22 15:07:45","A2728","A2728"
"2","36","5","1",,,,,,,,,,,,"2018-10-22 15:07:45","2018-10-22 15:07:45","A2728","A2728"
"2","37","1","1",,,,,,,,,,,,"2018-10-22 15:15:45","2018-10-22 15:15:45","A2728","A2728"
"2","37","2","1",,,,,,,,,,,,"2018-10-22 15:15:45","2018-10-22 15:15:45","A2728","A2728"
"2","37","3","1",,,,,,,,,,,,"2018-10-22 15:15:45","2018-10-22 15:15:45","A2728","A2728"
"2","37","4","1",,,,,,,,,,,,"2018-10-22 15:15:45","2018-10-22 15:15:45","A2728","A2728"
"2","37","5","1",,,,,,,,,,,,"2018-10-22 15:15:45","2018-10-22 15:15:45","A2728","A2728"
"2","38","1","1",,,,,,,,,,,,"2018-11-05 14:24:46","2018-11-05 14:24:46","A2728","A2728"
"2","38","2","1",,,,,,,,,,,,"2018-11-05 14:24:46","2018-11-05 14:24:46","A2728","A2728"
"2","38","3","1",,,,,,,,,,,,"2018-11-05 14:24:46","2018-11-05 14:24:46","A2728","A2728"
"2","38","4","1",,,,,,,,,,,,"2018-11-05 14:24:46","2018-11-05 14:24:46","A2728","A2728"
"2","38","5","1",,,,,,,,,,,,"2018-11-05 14:24:46","2018-11-05 14:24:46","A2728","A2728"
"20000","20000","1","1",,,,,,,,,,,,"2017-09-04 16:55:31","2017-09-04 16:55:31","A2062","A2062"
"20000","20000","2","1",,,,,,,,,,,,"2017-09-04 16:55:31","2017-09-04 16:55:31","A2062","A2062"
"20000","20000","3","1",,,,,,,,,,,,"2017-09-04 16:55:31","2017-09-04 16:55:31","A2062","A2062"
"20000","20000","4","1",,,,,,,,,,,,"2017-09-04 16:55:31","2017-09-04 16:55:31","A2062","A2062"
"20000","20000","5","1",,,,,,,,,,,,"2017-09-04 16:55:31","2017-09-04 16:55:31","A2062","A2062"
"20000","20001","1","1",,,,,,,,,,,,"2017-08-29 15:50:10","2017-08-29 15:50:10","A1589","A1589"
"20000","20001","2","1",,,,,,,,,,,,"2017-08-29 15:50:10","2017-08-29 15:50:10","A1589","A1589"
"20000","20001","3","1",,,,,,,,,,,,"2017-08-29 15:50:10","2017-08-29 15:50:10","A1589","A1589"
"20000","20001","4","1",,,,,,,,,,,,"2017-08-29 15:50:10","2017-08-29 15:50:10","A1589","A1589"
"20000","20001","5","1",,,,,,,,,,,,"2017-08-29 15:50:10","2017-08-29 15:50:10","A1589","A1589"
"20000","20002","1","1",,,,,,,,,,,,"2018-03-14 11:37:11","2018-03-14 11:37:11","B82925","B82925"
"20000","20002","2","1",,,,,,,,,,,,"2018-03-14 11:37:11","2018-03-14 11:37:11","B82925","B82925"
"20000","20002","3","1",,,,,,,,,,,,"2018-03-14 11:37:11","2018-03-14 11:37:11","B82925","B82925"
"20000","20002","4","1",,,,,,,,,,,,"2018-03-14 11:37:11","2018-03-14 11:37:11","B82925","B82925"
"20000","20002","5","1",,,,,,,,,,,,"2018-03-14 11:37:11","2018-03-14 11:37:11","B82925","B82925"
"20000","20003","1","1",,,,,,,,,,,,"2017-08-29 15:49:45","2017-08-29 15:49:45","A1589","A1589"
"20000","20003","2","1",,,,,,,,,,,,"2017-08-29 15:49:45","2017-08-29 15:49:45","A1589","A1589"
"20000","20003","3","1",,,,,,,,,,,,"2017-08-29 15:49:45","2017-08-29 15:49:45","A1589","A1589"
"20000","20003","4","1",,,,,,,,,,,,"2017-08-29 15:49:45","2017-08-29 15:49:45","A1589","A1589"
"20000","20003","5","1",,,,,,,,,,,,"2017-08-29 15:49:45","2017-08-29 15:49:45","A1589","A1589"
"20000","20004","1","1",,,,,,,,,,,,"2017-08-29 15:49:26","2017-08-29 15:49:26","A1589","A1589"
"20000","20004","2","1",,,,,,,,,,,,"2017-08-29 15:49:26","2017-08-29 15:49:26","A1589","A1589"
"20000","20004","3","1",,,,,,,,,,,,"2017-08-29 15:49:26","2017-08-29 15:49:26","A1589","A1589"
"20000","20004","4","1",,,,,,,,,,,,"2017-08-29 15:49:26","2017-08-29 15:49:26","A1589","A1589"
"20000","20004","5","1",,,,,,,,,,,,"2017-08-29 15:49:26","2017-08-29 15:49:26","A1589","A1589"
"20000","20005","1","1",,,,,,,,,,,,"2017-08-29 15:49:06","2017-08-29 15:49:06","A1589","A1589"
"20000","20005","2","1",,,,,,,,,,,,"2017-08-29 15:49:06","2017-08-29 15:49:06","A1589","A1589"
"20000","20005","3","1",,,,,,,,,,,,"2017-08-29 15:49:06","2017-08-29 15:49:06","A1589","A1589"
"20000","20005","4","1",,,,,,,,,,,,"2017-08-29 15:49:06","2017-08-29 15:49:06","A1589","A1589"
"20000","20005","5","1",,,,,,,,,,,,"2017-08-29 15:49:06","2017-08-29 15:49:06","A1589","A1589"
"20000","20006","1","1",,,,,,,,,,,,"2018-03-14 11:26:01","2018-03-14 11:26:01","B82925","B82925"
"20000","20006","2","1",,,,,,,,,,,,"2018-03-14 11:26:01","2018-03-14 11:26:01","B82925","B82925"
"20000","20006","3","1",,,,,,,,,,,,"2018-03-14 11:26:01","2018-03-14 11:26:01","B82925","B82925"
"20000","20006","4","1",,,,,,,,,,,,"2018-03-14 11:26:01","2018-03-14 11:26:01","B82925","B82925"
"20000","20006","5","1",,,,,,,,,,,,"2018-03-14 11:26:01","2018-03-14 11:26:01","B82925","B82925"
"20000","20007","1","1",,,,,,,,,,,,"2018-03-14 11:37:25","2018-03-14 11:37:25","B82925","B82925"
"20000","20007","2","1",,,,,,,,,,,,"2018-03-14 11:37:25","2018-03-14 11:37:25","B82925","B82925"
"20000","20007","3","1",,,,,,,,,,,,"2018-03-14 11:37:25","2018-03-14 11:37:25","B82925","B82925"
"20000","20007","4","1",,,,,,,,,,,,"2018-03-14 11:37:25","2018-03-14 11:37:25","B82925","B82925"
"20000","20007","5","1",,,,,,,,,,,,"2018-03-14 11:37:25","2018-03-14 11:37:25","B82925","B82925"
"20000","20008","1","1",,,,,,,,,,,,"2018-03-14 11:41:39","2018-03-14 11:41:39","B82925","B82925"
"20000","20008","2","1",,,,,,,,,,,,"2018-03-14 11:41:39","2018-03-14 11:41:39","B82925","B82925"
"20000","20008","3","1",,,,,,,,,,,,"2018-03-14 11:41:39","2018-03-14 11:41:39","B82925","B82925"
"20000","20008","4","1",,,,,,,,,,,,"2018-03-14 11:41:39","2018-03-14 11:41:39","B82925","B82925"
"20000","20008","5","1",,,,,,,,,,,,"2018-03-14 11:41:39","2018-03-14 11:41:39","B82925","B82925"
"20000","20009","1","1",,,,,,,,,,,,"2017-08-29 15:48:45","2017-08-29 15:48:45","A1589","A1589"
"20000","20009","2","1",,,,,,,,,,,,"2017-08-29 15:48:45","2017-08-29 15:48:45","A1589","A1589"
"20000","20009","3","1",,,,,,,,,,,,"2017-08-29 15:48:45","2017-08-29 15:48:45","A1589","A1589"
"20000","20009","4","1",,,,,,,,,,,,"2017-08-29 15:48:45","2017-08-29 15:48:45","A1589","A1589"
"20000","20009","5","1",,,,,,,,,,,,"2017-08-29 15:48:45","2017-08-29 15:48:45","A1589","A1589"
"20000","20010","1","1",,,,,,,,,,,,"2017-08-29 15:48:24","2017-08-29 15:48:24","A1589","A1589"
"20000","20010","2","1",,,,,,,,,,,,"2017-08-29 15:48:24","2017-08-29 15:48:24","A1589","A1589"
