"hospital_no","course_no","reservation_dt","timezone_id","line_name","line_id","order_no","appoint_status","appoint_number","reservation_frames","holiday","status","rgst","updt","created_id","updated_id"
"20012","20145","20201201","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201202",NULL,NULL,"6",NULL,"3","0","0","1","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201203","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201204","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201205","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201206","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201207","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201208","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201209",NULL,NULL,"6",NULL,"3","0","0","1","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201210","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201211","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201212","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201213","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201214","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201215","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201216",NULL,NULL,"6",NULL,"3","0","0","1","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201217","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201218","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201219","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201220","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201221","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201222","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201223",NULL,NULL,"6",NULL,"3","0","0","1","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201224","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201225","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201226","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201227","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201228","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201229","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201230",NULL,NULL,"6",NULL,"3","0","0","1","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20145","20201231","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:03:58","2020-02-03 11:03:58",NULL,NULL
"20012","20146","20201201","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201202",NULL,NULL,"6",NULL,"3","0","0","1","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201203","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201204","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201205","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201206","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201207","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201208","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201209",NULL,NULL,"6",NULL,"3","0","0","1","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201210","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201211","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201212","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201213","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201214","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201215","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201216",NULL,NULL,"6",NULL,"3","0","0","1","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201217","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201218","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201219","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201220","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201221","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201222","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201223",NULL,NULL,"6",NULL,"3","0","0","1","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201224","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201225","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201226","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201227","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201228","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201229","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201230",NULL,NULL,"6",NULL,"3","0","0","1","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20146","20201231","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:01","2020-02-03 11:04:01",NULL,NULL
"20012","20147","20201201","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201202",NULL,NULL,"6",NULL,"3","0","0","1","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201203","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201204","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201205","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201206","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201207","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201208","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201209",NULL,NULL,"6",NULL,"3","0","0","1","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201210","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201211","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201212","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201213","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201214","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201215","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201216",NULL,NULL,"6",NULL,"3","0","0","1","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201217","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201218","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201219","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201220","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201221","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201222","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201223",NULL,NULL,"6",NULL,"3","0","0","1","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201224","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201225","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201226","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201227","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201228","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201229","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201230",NULL,NULL,"6",NULL,"3","0","0","1","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20147","20201231","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:03","2020-02-03 11:04:03",NULL,NULL
"20012","20148","20201201","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:06","2020-02-03 11:04:06",NULL,NULL
"20012","20148","20201202",NULL,NULL,"6",NULL,"3","0","0","1","1","2020-02-03 11:04:06","2020-02-03 11:04:06",NULL,NULL
"20012","20148","20201203","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:06","2020-02-03 11:04:06",NULL,NULL
"20012","20148","20201204","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:06","2020-02-03 11:04:06",NULL,NULL
"20012","20148","20201205","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:06","2020-02-03 11:04:06",NULL,NULL
"20012","20148","20201206","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:06","2020-02-03 11:04:06",NULL,NULL
"20012","20148","20201207","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:06","2020-02-03 11:04:06",NULL,NULL
"20012","20148","20201208","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:06","2020-02-03 11:04:06",NULL,NULL
"20012","20148","20201209",NULL,NULL,"6",NULL,"3","0","0","1","1","2020-02-03 11:04:06","2020-02-03 11:04:06",NULL,NULL
"20012","20148","20201210","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:06","2020-02-03 11:04:06",NULL,NULL
"20012","20148","20201211","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:06","2020-02-03 11:04:06",NULL,NULL
"20012","20148","20201212","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:06","2020-02-03 11:04:06",NULL,NULL
"20012","20148","20201213","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:06","2020-02-03 11:04:06",NULL,NULL
"20012","20148","20201214","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:07","2020-02-03 11:04:07",NULL,NULL
"20012","20148","20201215","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:07","2020-02-03 11:04:07",NULL,NULL
"20012","20148","20201216",NULL,NULL,"6",NULL,"3","0","0","1","1","2020-02-03 11:04:07","2020-02-03 11:04:07",NULL,NULL
"20012","20148","20201217","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:07","2020-02-03 11:04:07",NULL,NULL
"20012","20148","20201218","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:07","2020-02-03 11:04:07",NULL,NULL
"20012","20148","20201219","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:07","2020-02-03 11:04:07",NULL,NULL
"20012","20148","20201220","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:07","2020-02-03 11:04:07",NULL,NULL
"20012","20148","20201221","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:07","2020-02-03 11:04:07",NULL,NULL
"20012","20148","20201222","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:07","2020-02-03 11:04:07",NULL,NULL
"20012","20148","20201223",NULL,NULL,"6",NULL,"3","0","0","1","1","2020-02-03 11:04:07","2020-02-03 11:04:07",NULL,NULL
"20012","20148","20201224","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:07","2020-02-03 11:04:07",NULL,NULL
"20012","20148","20201225","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:07","2020-02-03 11:04:07",NULL,NULL
"20012","20148","20201226","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:07","2020-02-03 11:04:07",NULL,NULL
"20012","20148","20201227","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:07","2020-02-03 11:04:07",NULL,NULL
"20012","20148","20201228","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:07","2020-02-03 11:04:07",NULL,NULL
"20012","20148","20201229","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:07","2020-02-03 11:04:07",NULL,NULL
"20012","20148","20201230",NULL,NULL,"6",NULL,"3","0","0","1","1","2020-02-03 11:04:07","2020-02-03 11:04:07",NULL,NULL
"20012","20148","20201231","1","57","6",NULL,"1","0","0","0","1","2020-02-03 11:04:07","2020-02-03 11:04:07",NULL,NULL
"20012","20149","20201201","1","57","5",NULL,"1","0","0","0","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201202",NULL,NULL,"5",NULL,"3","0","0","1","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201203","1","57","5",NULL,"1","0","0","0","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201204","1","57","5",NULL,"1","0","0","0","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201205","1","57","5",NULL,"1","0","0","0","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201206","1","57","5",NULL,"1","0","0","0","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201207","1","57","5",NULL,"1","0","0","0","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201208","1","57","5",NULL,"1","0","0","0","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201209",NULL,NULL,"5",NULL,"3","0","0","1","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201210","1","57","5",NULL,"1","0","0","0","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201211","1","57","5",NULL,"1","0","0","0","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201212","1","57","5",NULL,"1","0","0","0","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201213","1","57","5",NULL,"1","0","0","0","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201214","1","57","5",NULL,"1","0","0","0","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201215","1","57","5",NULL,"1","0","0","0","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201216",NULL,NULL,"5",NULL,"3","0","0","1","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201217","1","57","5",NULL,"1","0","0","0","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201218","1","57","5",NULL,"1","0","0","0","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201219","1","57","5",NULL,"1","0","0","0","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201220","1","57","5",NULL,"1","0","0","0","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201221","1","57","5",NULL,"1","0","0","0","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201222","1","57","5",NULL,"1","0","0","0","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201223",NULL,NULL,"5",NULL,"3","0","0","1","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201224","1","57","5",NULL,"1","0","0","0","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201225","1","57","5",NULL,"1","0","0","0","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201226","1","57","5",NULL,"1","0","0","0","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201227","1","57","5",NULL,"1","0","0","0","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201228","1","57","5",NULL,"1","0","0","0","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201229","1","57","5",NULL,"1","0","0","0","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201230",NULL,NULL,"5",NULL,"3","0","0","1","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20012","20149","20201231","1","57","5",NULL,"1","0","0","0","1","2020-02-03 11:03:56","2020-02-03 11:03:56",NULL,NULL
"20015","20133","20201201","1","208","5",NULL,"1","0","0","0","1","2020-01-07 16:23:08","2020-01-07 16:23:08",NULL,NULL
"20015","20133","20201202","1","208","5",NULL,"1","0","0","0","1","2020-01-07 16:23:08","2020-01-07 16:23:08",NULL,NULL
"20015","20133","20201203",NULL,NULL,"5",NULL,"3","0","0","0","1","2020-01-07 16:23:08","2020-01-07 16:23:08",NULL,NULL
"20015","20133","20201204","1","208","5",NULL,"1","0","0","0","1","2020-01-07 16:23:08","2020-01-07 16:23:08",NULL,NULL
"20015","20133","20201205","1","208","5",NULL,"1","0","0","0","1","2020-01-07 16:23:08","2020-01-07 16:23:08",NULL,NULL
"20015","20133","20201206",NULL,NULL,"5",NULL,"3","0","0","0","1","2020-01-07 16:23:08","2020-01-07 16:23:08",NULL,NULL
"20015","20133","20201207","1","208","5",NULL,"1","0","0","0","1","2020-01-07 16:23:08","2020-01-07 16:23:08",NULL,NULL
"20015","20133","20201208","1","208","5",NULL,"1","0","0","0","1","2020-01-07 16:23:08","2020-01-07 16:23:08",NULL,NULL
"20015","20133","20201209","1","208","5",NULL,"1","0","0","0","1","2020-01-07 16:23:08","2020-01-07 16:23:08",NULL,NULL
"20136","20528","20201201",NULL,NULL,"4",NULL,"3","0","0","0","1","2020-01-29 11:41:24","2020-01-29 11:41:24",NULL,NULL
"20136","20528","20201202",NULL,NULL,"4",NULL,"3","0","0","0","1","2020-01-29 11:41:24","2020-01-29 11:41:24",NULL,NULL
"20136","20528","20201203",NULL,NULL,"4",NULL,"3","0","0","0","1","2020-01-29 11:41:24","2020-01-29 11:41:24",NULL,NULL
"20136","20528","20201204","1","126","4",NULL,"1","0","0","0","1","2020-01-29 11:41:24","2020-01-29 11:41:24",NULL,NULL
"20136","20528","20201205",NULL,NULL,"4",NULL,"3","0","0","0","1","2020-01-29 11:41:24","2020-01-29 11:41:24",NULL,NULL
"20136","20528","20201206",NULL,NULL,"4",NULL,"3","0","0","1","1","2020-01-29 11:41:24","2020-01-29 11:41:24",NULL,NULL
"20136","20528","20201207","1","126","4",NULL,"1","0","0","0","1","2020-01-29 11:41:24","2020-01-29 11:41:24",NULL,NULL
"20136","20528","20201208",NULL,NULL,"4",NULL,"3","0","0","0","1","2020-01-29 11:41:24","2020-01-29 11:41:24",NULL,NULL
"20136","20528","20201209",NULL,NULL,"4",NULL,"3","0","0","0","1","2020-01-29 11:41:24","2020-01-29 11:41:24",NULL,NULL
"20136","20528","20201210",NULL,NULL,"4",NULL,"3","0","0","0","1","2020-01-29 11:41:24","2020-01-29 11:41:24",NULL,NULL
"20136","20528","20201211","1","126","4",NULL,"1","0","0","0","1","2020-01-29 11:41:24","2020-01-29 11:41:24",NULL,NULL
