"hospital_no","course_no","reservation_dt","timezone_id","line_name","line_id","order_no","appoint_status","appoint_number","reservation_frames","holiday","status","rgst","updt","created_id","updated_id"
"20000","20035","20200907",,,"13",,"3","0","0","1","1","2019-11-26 10:06:39","2019-11-26 10:06:39",,
"20000","20035","20200908",,,"13",,"3","0","0","0","1","2019-11-26 10:06:39","2019-11-26 10:06:39",,
"20000","20035","20200909",,,"13",,"3","0","0","0","1","2019-11-26 10:06:39","2019-11-26 10:06:39",,
"20000","20035","20200910",,,"13",,"3","0","0","0","1","2019-11-26 10:06:39","2019-11-26 10:06:39",,
"20000","20035","20200911",,,"13",,"3","0","0","0","1","2019-11-26 10:06:39","2019-11-26 10:06:39",,
"20000","20035","20200912",,,"13",,"3","0","0","0","1","2019-11-26 10:06:39","2019-11-26 10:06:39",,
"20000","20035","20200913",,,"13",,"3","0","0","1","1","2019-11-26 10:06:39","2019-11-26 10:06:39",,
"20000","20035","20200914",,,"13",,"3","0","0","1","1","2019-11-26 10:06:39","2019-11-26 10:06:39",,
"20000","20035","20200915",,,"13",,"3","0","0","0","1","2019-11-26 10:06:39","2019-11-26 10:06:39",,
"20000","20035","20200916",,,"13",,"3","0","0","0","1","2019-11-26 10:06:39","2019-11-26 10:06:39",,
"20000","20035","20200917",,,"13",,"3","0","0","0","1","2019-11-26 10:06:39","2019-11-26 10:06:39",,
"20000","20035","20200918",,,"13",,"3","0","0","0","1","2019-11-26 10:06:39","2019-11-26 10:06:39",,
"20000","20035","20200919",,,"13",,"3","0","0","0","1","2019-11-26 10:06:39","2019-11-26 10:06:39",,
"20000","20035","20200920",,,"13",,"3","0","0","1","1","2019-11-26 10:06:39","2019-11-26 10:06:39",,
"20000","20035","20200921",,,"13",,"3","0","0","1","1","2019-11-26 10:06:39","2019-11-26 10:06:39",,
"20000","20035","20200922",,,"13",,"3","0","0","0","1","2019-11-26 10:06:39","2019-11-26 10:06:39",,
"20000","20035","20200923",,,"13",,"3","0","0","0","1","2019-11-26 10:06:39","2019-11-26 10:06:39",,
"20000","20035","20200924",,,"13",,"3","0","0","0","1","2019-11-26 10:06:39","2019-11-26 10:06:39",,
"20000","20035","20200925",,,"13",,"3","0","0","0","1","2019-11-26 10:06:39","2019-11-26 10:06:39",,
"20000","20035","20200926",,,"13",,"3","0","0","0","1","2019-11-26 10:06:39","2019-11-26 10:06:39",,
"20000","20035","20200927",,,"13",,"3","0","0","1","1","2019-11-26 10:06:39","2019-11-26 10:06:39",,
"20000","20035","20200928",,,"13",,"3","0","0","1","1","2019-11-26 10:06:39","2019-11-26 10:06:39",,
"20000","20035","20200929",,,"13",,"3","0","0","0","1","2019-11-26 10:06:39","2019-11-26 10:06:39",,
"20000","20035","20200930",,,"13",,"3","0","0","0","1","2019-11-26 10:06:39","2019-11-26 10:06:39",,
"20000","20036","20200901",,,"14",,"3","0","0","0","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200902",,,"14",,"3","0","0","0","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200903",,,"14",,"3","0","0","0","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200904",,,"14",,"3","0","0","0","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200905",,,"14",,"3","0","0","0","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200906",,,"14",,"3","0","0","1","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200907",,,"14",,"3","0","0","1","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200908",,,"14",,"3","0","0","0","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200909",,,"14",,"3","0","0","0","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200910",,,"14",,"3","0","0","0","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200911",,,"14",,"3","0","0","0","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200912",,,"14",,"3","0","0","0","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200913",,,"14",,"3","0","0","1","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200914",,,"14",,"3","0","0","1","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200915",,,"14",,"3","0","0","0","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200916",,,"14",,"3","0","0","0","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200917",,,"14",,"3","0","0","0","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200918",,,"14",,"3","0","0","0","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200919",,,"14",,"3","0","0","0","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200920",,,"14",,"3","0","0","1","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200921",,,"14",,"3","0","0","1","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200922",,,"14",,"3","0","0","0","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200923",,,"14",,"3","0","0","0","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200924",,,"14",,"3","0","0","0","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200925",,,"14",,"3","0","0","0","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200926",,,"14",,"3","0","0","0","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200927",,,"14",,"3","0","0","1","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200928",,,"14",,"3","0","0","1","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200929",,,"14",,"3","0","0","0","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20036","20200930",,,"14",,"3","0","0","0","1","2019-11-26 10:06:42","2019-11-26 10:06:42",,
"20000","20037","20200901",,,"15",,"3","0","0","0","1","2019-11-26 10:06:44","2019-11-26 10:06:44",,
"20000","20037","20200902",,,"15",,"3","0","0","0","1","2019-11-26 10:06:44","2019-11-26 10:06:44",,
"20000","20037","20200903",,,"15",,"3","0","0","0","1","2019-11-26 10:06:44","2019-11-26 10:06:44",,
"20000","20037","20200904",,,"15",,"3","0","0","0","1","2019-11-26 10:06:44","2019-11-26 10:06:44",,
"20000","20037","20200905",,,"15",,"3","0","0","0","1","2019-11-26 10:06:44","2019-11-26 10:06:44",,
"20000","20037","20200906",,,"15",,"3","0","0","1","1","2019-11-26 10:06:44","2019-11-26 10:06:44",,
"20000","20037","20200907",,,"15",,"3","0","0","1","1","2019-11-26 10:06:44","2019-11-26 10:06:44",,
"20000","20037","20200908",,,"15",,"3","0","0","0","1","2019-11-26 10:06:44","2019-11-26 10:06:44",,
"20000","20037","20200909",,,"15",,"3","0","0","0","1","2019-11-26 10:06:44","2019-11-26 10:06:44",,
"20000","20037","20200910",,,"15",,"3","0","0","0","1","2019-11-26 10:06:44","2019-11-26 10:06:44",,
"20000","20037","20200911",,,"15",,"3","0","0","0","1","2019-11-26 10:06:44","2019-11-26 10:06:44",,
"20000","20037","20200912",,,"15",,"3","0","0","0","1","2019-11-26 10:06:44","2019-11-26 10:06:44",,
"20000","20037","20200913",,,"15",,"3","0","0","1","1","2019-11-26 10:06:44","2019-11-26 10:06:44",,
"20000","20037","20200914",,,"15",,"3","0","0","1","1","2019-11-26 10:06:44","2019-11-26 10:06:44",,
"20000","20037","20200915",,,"15",,"3","0","0","0","1","2019-11-26 10:06:44","2019-11-26 10:06:44",,
"20000","20037","20200916",,,"15",,"3","0","0","0","1","2019-11-26 10:06:44","2019-11-26 10:06:44",,
"20000","20037","20200917",,,"15",,"3","0","0","0","1","2019-11-26 10:06:44","2019-11-26 10:06:44",,
"20000","20037","20200918",,,"15",,"3","0","0","0","1","2019-11-26 10:06:44","2019-11-26 10:06:44",,
"20000","20037","20200919",,,"15",,"3","0","0","0","1","2019-11-26 10:06:44","2019-11-26 10:06:44",,
"20000","20037","20200920",,,"15",,"3","0","0","1","1","2019-11-26 10:06:44","2019-11-26 10:06:44",,
"20000","20037","20200921",,,"15",,"3","0","0","1","1","2019-11-26 10:06:44","2019-11-26 10:06:44",,
"20000","20037","20200922",,,"15",,"3","0","0","0","1","2019-11-26 10:06:44","2019-11-26 10:06:44",,
"20000","20037","20200923",,,"15",,"3","0","0","0","1","2019-11-26 10:06:44","2019-11-26 10:06:44",,
"20000","20037","20200924",,,"15",,"3","0","0","0","1","2019-11-26 10:06:44","2019-11-26 10:06:44",,
"20000","20037","20200925",,,"15",,"3","0","0","0","1","2019-11-26 10:06:45","2019-11-26 10:06:45",,
"20000","20037","20200926",,,"15",,"3","0","0","0","1","2019-11-26 10:06:45","2019-11-26 10:06:45",,
"20000","20037","20200927",,,"15",,"3","0","0","1","1","2019-11-26 10:06:45","2019-11-26 10:06:45",,
"20000","20037","20200928",,,"15",,"3","0","0","1","1","2019-11-26 10:06:45","2019-11-26 10:06:45",,
"20000","20037","20200929",,,"15",,"3","0","0","0","1","2019-11-26 10:06:45","2019-11-26 10:06:45",,
"20000","20037","20200930",,,"15",,"3","0","0","0","1","2019-11-26 10:06:45","2019-11-26 10:06:45",,
"20000","20038","20200901",,,"16",,"3","0","0","0","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200902",,,"16",,"3","0","0","0","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200903",,,"16",,"3","0","0","0","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200904",,,"16",,"3","0","0","0","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200905",,,"16",,"3","0","0","0","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200906",,,"16",,"3","0","0","1","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200907",,,"16",,"3","0","0","1","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200908",,,"16",,"3","0","0","0","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200909",,,"16",,"3","0","0","0","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200910",,,"16",,"3","0","0","0","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200911",,,"16",,"3","0","0","0","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200912",,,"16",,"3","0","0","0","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200913",,,"16",,"3","0","0","1","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200914",,,"16",,"3","0","0","1","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200915",,,"16",,"3","0","0","0","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200916",,,"16",,"3","0","0","0","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200917",,,"16",,"3","0","0","0","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200918",,,"16",,"3","0","0","0","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200919",,,"16",,"3","0","0","0","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200920",,,"16",,"3","0","0","1","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200921",,,"16",,"3","0","0","1","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200922",,,"16",,"3","0","0","0","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200923",,,"16",,"3","0","0","0","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200924",,,"16",,"3","0","0","0","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200925",,,"16",,"3","0","0","0","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200926",,,"16",,"3","0","0","0","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200927",,,"16",,"3","0","0","1","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200928",,,"16",,"3","0","0","1","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200929",,,"16",,"3","0","0","0","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20000","20038","20200930",,,"16",,"3","0","0","0","1","2019-11-26 10:06:49","2019-11-26 10:06:49",,
"20011","20731","20200901","1","73","1",,"1","0","0","0","1","2019-10-10 10:27:49","2019-10-10 10:27:49",,
"20011","20731","20200902","1","73","1",,"1","0","0","0","1","2019-10-10 10:27:49","2019-10-10 10:27:49",,
"20011","20731","20200903",,,"1",,"3","0","0","0","1","2019-10-10 10:27:50","2019-10-10 10:27:50",,
"20011","20731","20200904","1","73","1",,"1","0","0","0","1","2019-10-10 10:27:50","2019-10-10 10:27:50",,
"20011","20731","20200905","1","73","1",,"1","0","0","0","1","2019-10-10 10:27:50","2019-10-10 10:27:50",,
"20011","20731","20200906",,,"1",,"3","0","0","1","1","2019-10-10 10:27:50","2019-10-10 10:27:50",,
"20011","20731","20200907",,,"1",,"3","0","0","1","1","2019-10-10 10:27:50","2019-10-10 10:27:50",,
