"hospital_no","course_no","reservation_dt","timezone_id","line_name","line_id","order_no","appoint_status","appoint_number","reservation_frames","holiday","status","rgst","updt","created_id","updated_id"
"20113","21467","20190704","1","183","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:29",,
"20113","21467","20190705","1","184","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:29",,
"20113","21467","20190706","1","185","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:29",,
"20113","21467","20190707",,,"1",,"3","0","0","1","1","2019-05-22 16:01:13","2019-06-20 11:15:29",,
"20113","21467","20190708","1","186","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:29",,
"20113","21467","20190709","1","187","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:29",,
"20113","21467","20190710","1","188","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:29",,
"20113","21467","20190711","1","189","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:29",,
"20113","21467","20190712","1","190","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:29",,
"20113","21467","20190713","1","191","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:29",,
"20113","21467","20190714",,,"1",,"3","0","0","1","1","2019-05-22 16:01:13","2019-06-20 11:15:29",,
"20113","21467","20190715","1","116","1","1","0","0","3","1","1","2019-05-22 16:01:13","2019-06-20 11:15:29",,
"20113","21467","20190716","1","192","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:29",,
"20113","21467","20190717","1","193","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190718","1","194","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190719","1","195","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190720","1","196","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190721",,,"1",,"3","0","0","1","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190722","1","197","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190723","1","198","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190724","1","199","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190725","1","200","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190726","1","201","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190727","1","202","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190728",,,"1",,"3","0","0","1","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190729","1","203","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190730","1","204","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190731","1","205","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190801","1","206","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190802","1","207","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190803","1","208","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190804",,,"1",,"3","0","0","1","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190805","1","209","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190806","1","210","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190807","1","211","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190808","1","212","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190809","1","213","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190810","1","214","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190811",,,"1",,"3","0","0","1","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190812","1","29","1","1","0","0","3","1","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190813","1","215","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190814","1","216","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190815","1","217","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190816","1","218","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190817","1","219","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190818",,,"1",,"3","0","0","1","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190819","1","220","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190820","1","221","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190821","1","222","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190822","1","223","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190823","1","224","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190824","1","225","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190825",,,"1",,"3","0","0","1","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190826","1","226","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190827","1","227","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190828","1","228","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190829","1","229","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190830","1","230","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190831","1","231","1","1","0","0","2","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190901",,,"1",,"3","0","0","1","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190902","1","64","1",,"0","0","0","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190903","1","64","1",,"0","0","0","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190904","1","64","1",,"0","0","0","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190905","1","64","1",,"0","0","0","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190906","1","64","1",,"0","0","0","0","1","2019-05-22 16:01:13","2019-06-20 11:15:30",,
"20113","21467","20190907","1","64","1",,"0","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20190908",,,"1",,"3","0","0","1","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20190909","1","64","1",,"0","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20190910","1","64","1",,"0","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20190911","1","64","1",,"0","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20190912","1","64","1",,"0","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20190913","1","64","1",,"0","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20190914","1","64","1",,"0","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20190915",,,"1",,"3","0","0","1","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20190916","1","64","1",,"0","0","0","1","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20190917","1","64","1",,"0","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20190918","1","64","1",,"0","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20190919","1","64","1",,"0","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20190920","1","64","1",,"0","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20190921","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20190922",,,"1",,"3","0","0","1","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20190923","1","64","1",,"1","0","0","1","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20190924","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20190925","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20190926","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20190927","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20190928","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20190929",,,"1",,"3","0","0","1","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20190930","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191001","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191002","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191003","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191004","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191005","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191006",,,"1",,"3","0","0","1","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191007","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191008","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191009","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191010","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191011","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191012","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191013",,,"1",,"3","0","0","1","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191014","1","64","1",,"1","0","0","1","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191015","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191016","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191017","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191018","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191019","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191020",,,"1",,"3","0","0","1","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191021","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191022","1","64","1",,"1","0","0","1","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191023","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191024","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191025","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191026","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191027",,,"1",,"3","0","0","1","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191028","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191029","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191030","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191031","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191101","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191102","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191103",,,"1",,"3","0","0","1","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191104","1","64","1",,"1","0","0","1","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191105","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191106","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191107","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191108","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191109","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191110",,,"1",,"3","0","0","1","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191111","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191112","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191113","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191114","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191115","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191116","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191117",,,"1",,"3","0","0","1","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191118","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191119","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191120","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191121","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191122","1","64","1",,"1","0","0","0","1","2019-05-22 16:01:14","2019-06-20 11:15:30",,
"20113","21467","20191123","1","64","1",,"1","0","0","1","1","2019-05-30 19:23:58","2019-06-20 11:15:30",,
"20113","21467","20191124",,,"1",,"3","0","0","1","1","2019-05-30 19:23:58","2019-06-20 11:15:30",,
"20113","21467","20191125","1","64","1",,"1","0","0","0","1","2019-05-30 19:23:58","2019-06-20 11:15:30",,
"20113","21467","20191126","1","64","1",,"1","0","0","0","1","2019-05-30 19:23:58","2019-06-20 11:15:30",,
"20113","21467","20191127","1","64","1",,"1","0","0","0","1","2019-05-30 19:23:58","2019-06-20 11:15:30",,
"20113","21467","20191128","1","64","1",,"1","0","0","0","1","2019-05-30 19:23:58","2019-06-20 11:15:30",,
"20113","21467","20191129","1","64","1",,"1","0","0","0","1","2019-05-30 19:23:58","2019-06-20 11:15:30",,
"20113","21467","20191130","1","64","1",,"1","0","0","0","1","2019-05-30 19:23:58","2019-06-20 11:15:30",,
"20113","21467","20191201",,,"1",,"3","0","0","1","1","2019-05-31 02:58:30","2019-06-20 11:15:30",,
"20113","21467","20191202","1","64","1",,"1","0","0","0","1","2019-06-01 03:05:47","2019-06-20 11:15:30",,
"20113","21467","20191203","1","64","1",,"1","0","0","0","1","2019-06-02 03:02:54","2019-06-20 11:15:30",,
"20113","21467","20191204","1","64","1",,"1","0","0","0","1","2019-06-03 03:05:13","2019-06-20 11:15:30",,
"20113","21467","20191205","1","64","1",,"1","0","0","0","1","2019-06-04 03:06:18","2019-06-20 11:15:30",,
"20113","21467","20191206","1","64","1",,"1","0","0","0","1","2019-06-05 03:05:00","2019-06-20 11:15:30",,
"20113","21467","20191207","1","64","1",,"1","0","0","0","1","2019-06-06 03:02:38","2019-06-20 11:15:30",,
"20113","21467","20191208",,,"1",,"3","0","0","1","1","2019-06-07 03:01:08","2019-06-20 11:15:30",,
"20113","21467","20191209","1","64","1",,"1","0","0","0","1","2019-06-08 02:59:04","2019-06-20 11:15:30",,
"20113","21467","20191210","1","64","1",,"1","0","0","0","1","2019-06-09 03:01:05","2019-06-20 11:15:30",,
"20113","21467","20191211","1","64","1",,"1","0","0","0","1","2019-06-10 02:59:12","2019-06-20 11:15:31",,
"20113","21467","20191212","1","64","1",,"1","0","0","0","1","2019-06-11 03:00:06","2019-06-20 11:15:31",,
"20113","21467","20191213","1","64","1",,"1","0","0","0","1","2019-06-12 02:58:35","2019-06-20 11:15:31",,
"20113","21467","20191214","1","64","1",,"1","0","0","0","1","2019-06-13 03:01:28","2019-06-20 11:15:31",,
"20113","21467","20191215",,,"1",,"3","0","0","1","1","2019-06-14 03:01:36","2019-06-20 11:15:31",,
"20113","21467","20191216","1","64","1",,"1","0","0","0","1","2019-06-15 03:01:44","2019-06-20 11:15:31",,
"20113","21467","20191217","1","64","1",,"1","0","0","0","1","2019-06-16 03:03:25","2019-06-20 11:15:31",,
"20113","21467","20191218","1","64","1",,"1","0","0","0","1","2019-06-17 03:00:44","2019-06-20 11:15:31",,
"20113","21467","20191219","1","64","1",,"1","0","0","0","1","2019-06-18 03:02:12","2019-06-20 11:15:31",,
"20113","21467","20191220","1","64","1",,"1","0","0","0","1","2019-06-19 03:03:07","2019-06-20 11:15:31",,
"20113","21467","20191221","1","64","1",,"1","0","0","0","1","2019-06-20 11:15:31","2019-06-20 11:15:31",,
"20113","21489","20180425",,,,,"3","0","0","0","1","2018-04-25 10:51:55","2018-04-25 10:51:55","batch","batch"
"20113","21489","20180426","1","1",,,"2","0","0","0","1","2018-04-25 10:51:55","2018-04-25 10:51:55","batch","batch"
"20113","21489","20180427","1","1",,,"2","0","0","0","1","2018-04-25 10:51:55","2018-04-25 10:51:55","batch","batch"
"20113","21489","20180428","1","2",,,"2","0","0","0","1","2018-04-25 10:51:55","2018-04-25 10:51:55","batch","batch"
"20113","21489","20180429",,,,,"3","0","0","1","1","2018-04-25 10:51:55","2018-04-25 10:51:55","batch","batch"
"20113","21489","20180430","1","2",,,"2","0","0","1","1","2018-04-25 10:51:55","2018-04-25 10:51:55","batch","batch"
"20113","21489","20180501","1","2",,,"2","0","0","0","1","2018-04-25 10:51:55","2018-04-25 10:51:55","batch","batch"
"20113","21489","20180502",,,,,"3","0","0","0","1","2018-04-25 10:51:55","2018-04-25 10:51:55","batch","batch"
"20113","21489","20180503","1","2",,,"2","0","0","1","1","2018-04-25 10:51:55","2018-04-25 10:51:55","batch","batch"
"20113","21489","20180504","1","2",,,"2","0","0","1","1","2018-04-25 10:51:55","2018-04-25 10:51:55","batch","batch"
"20113","21489","20180505","1","2",,,"2","0","0","1","1","2018-04-25 10:51:55","2018-04-25 10:51:55","batch","batch"
"20113","21489","20180506",,,,,"3","0","0","1","1","2018-04-25 10:51:55","2018-04-25 10:51:55","batch","batch"
"20113","21489","20180507","1","2",,,"2","0","0","0","1","2018-04-25 10:51:55","2018-04-25 10:51:55","batch","batch"
"20113","21489","20180508","1","2",,,"2","0","0","0","1","2018-04-25 10:51:55","2018-04-25 10:51:55","batch","batch"
