"hospital_no","file_no","file_group_no","file_location_no","title","caption","name","memo","career","interview","position","flg_display","order","order2","status","rgst","updt","created_id","updated_id"
"20003","23659","6","1","病気の早期発見・早期治療の予防医療を重視することにより、受診者の有意義な人生「useful life」を延ばすためのお手伝いをしております","【Dr.インタビュー】医師：高倉 公朋 先生<br>
脳神経外科の担当の医師として勤務し始めてから60年あまりが経過しましたが、当初から一貫して受診者が健康的かつ有意義な人生が送れるようにと予防医療を重視してまいりました。受診者のことを何よりも優先して考える事で、ただ単に治療を行う事で寿命を延ばすというだけではなく、健康寿命を延ばすことによって受診者本人やその家族にも愛されるような、受診者のための医師になれるよう、日々努力しております。",,,,"<ul>
<li>
<h4>医師を目指されたきっかけについてお聞かせください。</h4>
<p>私が医師になりましたきっかけは、母親を亡くしたことにあります。私が中学1年生の時でした。当時は、戦争の末期でございまして、病気で亡くなったわけですが、その時に、「なぜ医者は母を治してくれなかったのだろう？医者が助けてくれれば、こんな悲しい思いをしなくてよかったのに」と思っていました。当時はまだ幼かったため、本気で思っていたかどうかは、今ではわかりませんが、その時に医師になろうと決意しました。</p>
</li>
<li>
<h4>数ある科の中で、脳神経外科を選ばれた理由をお聞かせください。</h4>
<p>医学部を受けまして、その後医師になり、何科になろうかと考えた時、幼い頃からいろいろな物を手作りしたりするなど、細かい作業が好きで多少器用なところがあったため、内科より手術ができる外科が向いているのではないかと思いました。外科系の中には心臓や脳などいろいろありますが、その中で脳という部分は人間の考え方を支配している中枢であるため、非常に興味深く、脳神経外科を選んだといういきさつでございます。</p>
</li>
<li>
<h4>医師として、曲げられない信念や考えがあればお聞かせください。</h4>
<p>信念と言えるかどうかは分かりませんが、「受診者のため」ということがあります。受診者の方とその家族の方に納得していただける医療を提供するということが基本ではないかと思っております。そのため、受診者が喜ばないことはしないというのが、一つの信念と言えば信念でしょうか。医者は受診者のために存在しているということを日々忘れないように診療をしております。</p>
</li>
<li>
<h4>CTとMRIに注力されていらっしゃいますが、それぞれどういった特徴があって導入されたのでしょうか。</h4>
<p>CTもMRIに関しても、導入時に特に気をつかったのは、画像がきれいで、鮮明であるということです。画像が鮮明であれば、小さな脳梗塞などの発見に役立ち、大病に至らないように早期治療を始めることができるからです。現在は、日本の製品も非常によくなってきておりますので、どこの製品がよいということは一概になかなか言えませんが、画像の繊細さというところに注目して選んだというところでございます。</p>
</li>
<li>
<h4>CTとMRIはどのような方が受けられていらっしゃいますか？男女比や年代などを教えてください。</h4>
<p>当院でCTとMRIを利用される方の特徴として挙げられるのが、高齢者が非常に多いというところです。中でも、認知症予防や脳卒中で脳ドックを受けに来られる高齢の方が多数いらっしゃいます。高齢者以外に利用される方もいらっしゃいますが、その多くが40歳以上と比較的年齢が上の方が多く、若い方や子供は少ないです。男女比に関しては、お年寄りは女性の方が多いので、若干女性の受診者の方が多いという印象を受けます。</p>
</li>
<li>
<h4>緊張されている受診者の方達を落ち着かせるような雰囲気作りをするために、何か工夫されている事はありますか。</h4>
<p>受診する方は、最初はとても緊張をしておられると思います。その受診者の方の緊張を来院された際に少しでも和らげたいと考え、当院では壁を木目調にしております。なぜ木目調にしているのかと言いますと、人は、白い壁に対して冷たい印象を持ち、自然と緊張してしまうからです。そのため、院内の壁を木目調にすることで、当院全体の雰囲気に少し温かみを持たせるという工夫をしています。</p>
</li>
<li>
<h4>意識向上のための取り組みについて、率先して取り組んでいることはありますか。</h4>
<p>看護師はじめ、検査技師の方たち皆と検討会というものを開催しております。この検討会というものは、診療後に画像を見たりしながら、分からない事や疑問に思った事などを皆で話し合うという場になっています。このように皆で情報を共有することで、スタッフが新しい知識を得たり、疑問点が改善できたりします。スタッフのみなさんもなかなか忙しいところもありますが、できるだけこのような機会を設けたいと思い開催しています。</p>
</li>
<li>
<h4>東京脳神経センターで掲げられている理念について、詳しくお聞かせください。</h4>
<p>理念としてはっきりと掲げ、行っていることはないですが、やはり、受診者に愛されるということを目標にしております。私は受診者のために医者は存在すると考えております。受診者に愛され、受診者を愛する、愛し愛される病院になるというようなところが基本にございます。この考えのもとに受診者と向き合うことで受診者に愛され、そしてその受診者からの思いが私の原動力となり、医者を60年も続けてこられたのだと思っております。</p>
</li>
<li>
<h4>脳ドックを中心に行われていらっしゃいますが、脳ドックを行った事で大事にいたらなかったケースなどがあればお聞かせください。</h4>
<p>たとえば、健診でも何も症状がないという受診者の方がいらっしゃいました。しかし、MRIをとってみると、早期の脳腫瘍が見つかるというような事は時々あります。そういう場合、良性の脳腫瘍は手術ですぐに取り除くことができ、早期発見・早期治療により、普段の生活に戻るのも早いです。腫瘍に限らず、脳卒中の場合も同様の事が言えます。</p>
</li>
<li>
<h4>首こりに関して非常に注力されていらっしゃいますが、どのような方が受診され、どのような治療を行っていらっしゃいますか。</h4>
<p>首こりは、万病の元という事で理事長の松井先生が提唱され、一生懸命研究をされていらっしゃいます。首こりによって精神的に苦痛を訴える方もいらっしゃいますし、頭痛の原因になるなどさまざまな症状が引き起こされます。ひどい場合は、非常に重いうつ状態になる方もいらっしゃいます。いろいろな治療法がありますが、低周波の治療は基本でなかなか有効ですほかには薬剤を使用した治療や、リハビリなどで治療する場合もあります。</p>
</li>
<li>
<h4>予防医療の大切さに関して、先生の思いや考えなどを詳しくお聞かせください。</h4>
<p>病気は、早期に発見して、症状が出る前に治療をするという事が非常に大事です。病気を治療することは、寿命を延ばすということですが、単に寿命を延ばすということはあまり意味がなく、有意義な人生を延ばすということが非常に重要です。「useful life」です。これを延ばすことが大事で基本です。そのためには、病気は未病で発見し、早期治療を行うことが必要です。そういう意味で、健診というのは非常に大事だと思います。</p>
</li>
<li>
<h4>これから健診を受けようかどうか、悩んでいらっしゃる方へ、メッセージをお願いします。</h4>
<p>病気というものは、隠れて始まっているわけですから、症状がいろいろ出る前に病気を見つけるということが本当の健康のために非常に大事です。ぜひ、健康なうちに健診を行って、病気が進む前に治療するという、そういうクセ、習慣をつくられることが非常に大切ですし、それが健康寿命をのばす方法だと思いますので、みなさん健診を忘れないようになさっていただきたいと思います。</p>
</li>
</ul>",,"0","0","0","1","2019-09-26 09:16:58","2019-09-26 09:16:58","epkdoc01","epkdoc01"
"20003","33819","2","2",,,,,,,,"0","0","0","1","2019-09-26 09:16:58","2019-09-26 09:16:58","epkdoc01","epkdoc01"
"20003","33820","2","3",,,,,,,,"0","0","0","1","2019-09-26 09:16:58","2019-09-26 09:16:58","epkdoc01","epkdoc01"
"20003","33822","5","3","ダブルチェック体制を整備し早期発見・早期治療に努めています","<h4>画像診断では医師によるダブルチェック体制を整えています</h4><p>CT検査や「MRI／MRA」検査の結果の読影に関して、当院では医師によるダブルチェックの体制を整えています。また、検査結果については、受診者の不安をできる限り少なくすることを目的として、納得のいくまで十分に説明することを心がけています。<br>
当院には、日本脳神経外科学会認定の脳神経外科専門医が在籍しています。脳を専門に担当する医師を希望する受診者のニーズにこたえることを目指しています。</p><br><br><br><h4>早期発見・早期治療こそが健康の質を高めると考えています</h4><p>当院では、「脳ドック」と「頸（くび）ドック」を実施しています。そのために、CT検査も「MRI／MRA」検査も用いられます。たとえば脳ドックでは、脳出血や脳梗塞さらには脳腫瘍や脳萎縮などの疾患に関するリスクを主に調べます。<br>
こうして早期発見・早期治療の可能性を高めることで、受診者の現在と将来における健康の向上につとめたいと当院は考えています。</p>",,,,,"L","0","0","0","1","2019-09-26 09:16:58","2019-09-26 09:16:58","epkdoc01","epkdoc01"
"20003","35310","5","2","CT検査と「MRI／MRA」検査にはとくに注力しています","<h4>脳を中心に頭部を調べるために「MRI／MRA」検査に注力しています</h4><p>当院は院名にも掲げているように、脳を中心とする頭部を調べるためにMRI検査とMRA検査にも注力しており、日本脳神経外科学会認定の脳神経外科専門医も在籍しています。<br>
これは、脳に関する疾患に限りませんが、早期に発見できるほど、治癒の可能性も開けてきます。<br>
もちろん疾患が見つからなかった場合は、将来引き起こす可能性の高い疾患のリスクを予測し、予防と生活習慣の改善などに役立ちます。</p>
<h4>立体画像の再構成を可能とするマルチデクターCT機器を導入しています</h4><p>CT検査は、当院が注力している検査のひとつです。その背景として、当院理事長がCT検査の普及に尽力するなど、脳卒中の早期発見・早期診断を目的とする画像診断に注力してきたことがあります。<br>
当院が導入しているCT機器は、マルチデクターCT（MDCT）です。このCT機器は、立体画像の再構築などが可能で、これにより複雑な血管走行や病変形態の把握に有用とされています。</p>",,,,,"R","0","0","0","1","2019-09-26 09:16:58","2019-09-26 09:16:58","epkdoc01","epkdoc01"
"20003","35311","8","2",,,,,,,,"1","2","2","1","2019-09-26 09:16:58","2019-09-26 09:16:58","epkdoc01","epkdoc01"
"20003","42070","4","1",,,,,,,,"0","0","0","1","2019-09-26 09:16:58","2019-09-26 09:16:58","epkdoc01","epkdoc01"
"20010",,"3","1",,"日本医科大学直営のPET検査センターです。<br>
平日・土曜日にPET-CTを使った全身のがんPET検査を承っております。<br>
PET-CTは病変が小さいうちからがん病巣を発見するための機器です。<br>
がん病巣の位置や形態を診断し、病変が見つかった場合もその後の治療方針に役立てることができます。<br>
また、頭部MRIや血液検査を同時受診できるコースもご用意し、脳梗塞など他の疾患の検査もカバーしています。大学にて研鑽を積んだ多数の医師を揃え、日本医科大学各附属病院と連携しているため、検査後の治療体制も充実しております。<br>
※一般人間ドックは行っておりません。ご了承ください。",,,,,,"0","0","0","1","2019-07-29 12:00:34","2019-07-29 12:00:34","epkdoc01","epkdoc01"
"20010","0","6","1",,,,,,,,"0","0","0","1","2019-07-29 12:00:34","2019-07-29 12:00:34","epkdoc01","epkdoc01"
"20010","44741","4","1",,,,,,,,"0","0","0","1","2019-07-29 12:00:34","2019-07-29 12:00:34","epkdoc01","epkdoc01"
"20010","55615","1","1",,,,,,,,"0","0","0","1","2019-07-29 12:00:34","2019-07-29 12:00:34","epkdoc01","epkdoc01"
"20010","55616","1","2",,,,,,,,"0","0","0","1","2019-07-29 12:00:34","2019-07-29 12:00:34","epkdoc01","epkdoc01"
"20010","55617","2","1",,,,,,,,"0","0","0","1","2019-07-29 12:00:34","2019-07-29 12:00:34","epkdoc01","epkdoc01"
"20010","55618","2","3",,,,,,,,"0","0","0","1","2019-07-29 12:00:34","2019-07-29 12:00:34","epkdoc01","epkdoc01"
"20010","55619","2","2",,,,,,,,"0","0","0","1","2019-07-29 12:00:34","2019-07-29 12:00:34","epkdoc01","epkdoc01"
"20010","55620","2","4",,,,,,,,"0","0","0","1","2019-07-29 12:00:34","2019-07-29 12:00:34","epkdoc01","epkdoc01"
"20010","55623","8","5",,,,,,,,"0","0","2","1","2019-07-29 12:00:35","2019-07-29 12:00:35","epkdoc01","epkdoc01"
"20010","55626","8","4",,,,,,,,"1","4","1","1","2019-07-29 12:00:35","2019-07-29 12:00:35","epkdoc01","epkdoc01"
"20010","55629","8","3",,,,,,,,"1","3","2","1","2019-07-29 12:00:34","2019-07-29 12:00:34","epkdoc01","epkdoc01"
"20010","55634","8","2",,,,,,,,"0","0","4","1","2019-07-29 12:00:34","2019-07-29 12:00:34","epkdoc01","epkdoc01"
"20010","55637","8","2",,,,,,,,"1","1","1","1","2019-07-29 12:00:34","2019-07-29 12:00:34","epkdoc01","epkdoc01"
"20010","55638","8","2",,,,,,,,"1","2","2","1","2019-07-29 12:00:34","2019-07-29 12:00:34","epkdoc01","epkdoc01"
"20010","55640","8","2",,,,,,,,"0","0","3","1","2019-07-29 12:00:34","2019-07-29 12:00:34","epkdoc01","epkdoc01"
"20010","55646","8","3",,,,,,,,"0","0","3","1","2019-07-29 12:00:34","2019-07-29 12:00:34","epkdoc01","epkdoc01"
"20010","55648","8","3",,,,,,,,"0","0","4","1","2019-07-29 12:00:35","2019-07-29 12:00:35","epkdoc01","epkdoc01"
"20010","55652","8","3",,,,,,,,"0","0","5","1","2019-07-29 12:00:35","2019-07-29 12:00:35","epkdoc01","epkdoc01"
"20010","55654","8","3",,,,,,,,"0","0","1","1","2019-07-29 12:00:34","2019-07-29 12:00:34","epkdoc01","epkdoc01"
"20010","55656","8","5",,,,,,,,"0","0","1","1","2019-07-29 12:00:35","2019-07-29 12:00:35","epkdoc01","epkdoc01"
"20036",,"3","1","胃カメラ／胃バリウム、胃カメラは経口／経鼻を選べるなど柔軟なコース設定が可能","<p class=""tab-txt"">東京都千代田区麹町にある半蔵門病院は、東京メトロ半蔵門線半蔵門駅 4番出口徒歩1分の場所にございます。<br>
当院の人間ドックでは胃カメラまたは、胃のバリウムどちらかを選択して検査することができます。どちらを選択しても料金はかわりません。また、内視鏡検査は日本消化器内視鏡学会認定の消化器内視鏡専門医が担当します。経口内視鏡検査が苦手な方は、経鼻内視鏡検査も選択可能です。<br>
人間ドックの検査で発見された異常をそのまま放置していては、せっかくの検査が役に立ちません。そのような場合は二次検査のお知らせと、診療予約をお取りするなどアフターケアに力を入れています。なお、二次検査は保険を適用しての診療となります。万が一治療が必要になった場合でも、当院で検査を受けることも可能ですし、ご希望であれば連携している医療機関をご紹介することが可能です。<br>
受診する方に合わせた医療・快適な居心地・技術とまごころのこもった医療を目指すとともに、広く社会に貢献できる病院でありたいと願っています。</p>


<p class=""s-movie""><iframe src='https://play.bespotful.com/8282' frameborder='0' scrolling='no' allowfullscreen width='560' height='315'></iframe></p>",,,,,,"0","0","0","1","2019-01-09 13:12:38","2019-01-09 13:12:38","epkdoc01","epkdoc01"
"20036","18577","2","4",,,,,,,,"0","0","0","1","2019-01-09 13:12:38","2019-01-09 13:12:38","epkdoc01","epkdoc01"
"20036","18578","2","1",,,,,,,,"0","0","0","1","2019-01-09 13:12:38","2019-01-09 13:12:38","epkdoc01","epkdoc01"
"20036","18579","2","3",,,,,,,,"0","0","0","1","2019-01-09 13:12:38","2019-01-09 13:12:38","epkdoc01","epkdoc01"
"20036","18581","5","3","1泊2日の人間ドックには、院内の居室とバランスの良い食事をご用意しています","<h4>院内に宿泊できる1泊2日人間ドックコースをご用意しています</h4>
<p>当院では1泊2日の人間ドックコースをご用意しています。院内の居室をご利用いただき、ゆったりと時間に余裕を持って検査を受けていただくことが可能です。皇居の緑が見える落ち着いた雰囲気の居室で、どうぞおくつろぎください。<br>
また、栄養面も十分に考えられた、好評のお食事をご用意させていただきます。栄養バランスにすぐれているのはもちろん、お正月や節句など、季節に合わせたおいしいメニューを提供させていただきます。</p>
<h4>宿泊人間ドック受診者には、当院考案の独自の散歩コースを紹介しています</h4>
<p>当院の宿泊付きドックを受診の方には、初日の検査終了後夕食までの空き時間を有効利用した散歩をおすすめしています。当院が独自に考案した以下3つのコースがあり、健康維持・増進、そして心と身体のリフレッシュに少しでも役立てください。なお、どのコースも全行程は3.8kmです。<br>
・コース1：半蔵門病院から靖国神社経由で半蔵門病院に戻って来ていただくコース<br>
・コース2：半蔵門病院から、皇居東御苑二の丸庭園経由で半蔵門病院に戻って来ていただくコース<br>
・コース3：半蔵門病院から平河天満宮、国立競技場経由で半蔵門病院に戻って来ていただくコース<br>
宿泊付き人間ドックの空き時間を有効に使い、パワースポットめぐりを兼ねてしっかりと運動もしましょう。</p>",,,,,"L","0","0","0","1","2019-01-09 13:12:38","2019-01-09 13:12:38","epkdoc01","epkdoc01"
"20036","18582","5","4","半蔵門病院は、東京メトロ半蔵門線のご利用が便利です","<h4>東京メトロ半蔵門線の3・4・5番出口からすぐにアクセスできます</h4>
<p>半蔵門病院は、地下鉄　東京メトロ半蔵門線の半蔵門駅出口3より徒歩2分・出口4より徒歩1分・出口5より徒歩3分という、便利でわかりやすい場所にございます。 半蔵門駅ホームより地下通路行エレベーターを経由して地上行きエレベーターをご利用になり、出口より徒歩1分というアクセスの良さです。また、内堀通りや新宿通りに近く、麹町消防署、麹町警察署といった目印になる施設もありますし、都バス半蔵門バス停からも徒歩1分です。<br>
地下鉄をご利用の際、専用改札付近に券売機がございませんので、SuicaやPasmoなどをご用意いただければと思います。</p>
<h4>待ち時間をできるだけ短くするよう、力を注いでいます</h4>
<p>検査や診療で受診者の方に負担になるのは、待ち時間の長さと言えます。当院では、可能な限り受診する方の待ち時間を少なくできるよう、検査状況を常に把握しています。そのうえで、検査や診療のご案内がスムーズにできるよう、力を注いでおります。<br>
お待ちいただいている様子が見受けられる方がいらした場合は、職員の方から声を掛けさせていただき、待ち時間に配慮しながら対応するように心がけております。目が行き届かず、お待ちになっている時間が長いと思われる場合には、ご遠慮なく職員へお問い合わせくださいませ。</p>",,,,,"R","0","0","0","1","2019-01-09 13:12:38","2019-01-09 13:12:38","epkdoc01","epkdoc01"
"20036","18583","5","1","16列マルチスライスCTで頭部・腹部・胸部のCT検査を行います","<h4>16列マルチスライスCTを導入してCT検査を実施しています</h4>
<p>半蔵門病院がCT検査のために導入しているCTは、16列マルチスライスの機種になります。このCTの特徴は従来にくらべて撮影速度が約16倍、装置の回転速度が約2倍であると言われています。より鮮明な画質を得ることが可能なうえ、撮影速度が速くなったことによって、被ばく量も約40％軽減することができます。このCTを使って受けられる検査としては、頭部CT、腹部CT、胸部CTなどがあります。<br>
当院では幅広い検査に対応しておりますので、16列マルチスライスCTによる検査を受診することをおすすめいたします。</p>
<h4>当院の内視鏡検査は、経鼻内視鏡・経口内視鏡のどちらにも対応しています</h4>
<p>当院の内視鏡検査は、経鼻内視鏡および経口内視鏡どちらにも対応しています。経口内視鏡のメリットとしては、経鼻内視鏡よりもカメラが大きいので、画像をより鮮明に撮影することができると言われています。これに対して経鼻内視鏡は、カメラは細いタイプのものを使用しております。局部麻酔のみで経口内視鏡よりも苦痛が少ないと言われています。受診者の方の負担軽減を考え、不安な気持ちを少しでも和らげたうえで検査を受けることができるよう心がけております。</p>",,,,,"L","0","0","0","1","2019-01-09 13:12:38","2019-01-09 13:12:38","epkdoc01","epkdoc01"
"20036","18585","8","2",,,,,,,,"0","0","3","1","2019-01-09 13:12:39","2019-01-09 13:12:39","epkdoc01","epkdoc01"
"20036","18586","8","2",,,,,,,,"0","0","4","1","2019-01-09 13:12:39","2019-01-09 13:12:39","epkdoc01","epkdoc01"
"20036","18587","8","2",,,,,,,,"0","0","2","1","2019-01-09 13:12:39","2019-01-09 13:12:39","epkdoc01","epkdoc01"
"20036","18588","8","3",,,,,,,,"0","0","2","1","2019-01-09 13:12:39","2019-01-09 13:12:39","epkdoc01","epkdoc01"
"20036","18589","8","3",,,,,,,,"1","3","1","1","2019-01-09 13:12:39","2019-01-09 13:12:39","epkdoc01","epkdoc01"
"20036","18590","8","3",,,,,,,,"1","4","6","1","2019-01-09 13:12:40","2019-01-09 13:12:40","epkdoc01","epkdoc01"
"20036","18591","8","2",,,,,,,,"0","0","5","1","2019-01-09 13:12:39","2019-01-09 13:12:39","epkdoc01","epkdoc01"
"20036","18593","8","2",,,,,,,,"0","0","9","1","2019-01-09 13:12:39","2019-01-09 13:12:39","epkdoc01","epkdoc01"
"20036","18594","8","2",,,,,,,,"0","0","7","1","2019-01-09 13:12:39","2019-01-09 13:12:39","epkdoc01","epkdoc01"
"20036","18595","8","2",,,,,,,,"0","0","6","1","2019-01-09 13:12:39","2019-01-09 13:12:39","epkdoc01","epkdoc01"
"20036","18596","8","3",,,,,,,,"0","0","3","1","2019-01-09 13:12:39","2019-01-09 13:12:39","epkdoc01","epkdoc01"
"20036","18597","8","3",,,,,,,,"0","0","5","1","2019-01-09 13:12:39","2019-01-09 13:12:39","epkdoc01","epkdoc01"
"20036","18598","8","5",,,,,,,,"0","0","1","1","2019-01-09 13:12:40","2019-01-09 13:12:40","epkdoc01","epkdoc01"
"20036","18599","8","4",,,,,,,,"1","1","1","1","2019-01-09 13:12:40","2019-01-09 13:12:40","epkdoc01","epkdoc01"
"20036","18600","8","3",,,,,,,,"0","0","4","1","2019-01-09 13:12:39","2019-01-09 13:12:39","epkdoc01","epkdoc01"
"20036","20784","1","1",,,,,,,,"0","0","0","1","2019-01-09 13:12:38","2019-01-09 13:12:38","epkdoc01","epkdoc01"
"20036","20785","1","2",,,,,,,,"0","0","0","1","2019-01-09 13:12:38","2019-01-09 13:12:38","epkdoc01","epkdoc01"
"20036","20786","2","2",,,,,,,,"0","0","0","1","2019-01-09 13:12:38","2019-01-09 13:12:38","epkdoc01","epkdoc01"
