"epark_member_id","hospital_no","course_no","flg_display","status","rgst","updt","created_id","updated_id"
"16372738","20244","21629","1","X","2017-09-21 09:30:53","2017-09-21 09:30:53",NULL,NULL
"16372738","20224","20930","1","X","2017-09-21 09:31:42","2017-09-21 09:31:42",NULL,NULL
"16372738","20165","20737","1","X","2017-09-21 11:14:17","2017-09-21 11:15:49",NULL,NULL
"16372738","20165","20739","1","X","2017-09-21 11:15:49","2017-09-21 11:15:49",NULL,NULL
"16372738","20244","21626","1","X","2017-09-21 11:16:25","2017-09-21 15:42:20",NULL,NULL
"16372738","20125","21559","1","X","2017-09-21 15:43:43","2017-09-21 15:43:43",NULL,NULL
"16372738","20204","20949","1","X","2017-09-21 15:43:45","2017-09-21 15:43:45",NULL,NULL
"16372738","20023","21904","1","X","2017-09-21 15:43:45","2017-09-21 15:43:45",NULL,NULL
"16372738","20010","20104","1","X","2017-09-21 15:43:45","2017-09-21 15:43:45",NULL,NULL
"16372738","20023","21903","1","X","2017-09-21 15:43:46","2017-09-21 15:43:46",NULL,NULL
"16372738","20023","21544","1","X","2017-09-21 15:43:47","2017-09-21 15:43:47",NULL,NULL
"16372738","20169","20751","1","X","2017-09-21 15:43:47","2017-09-21 15:43:47",NULL,NULL
"16372738","20010","20102","1","X","2017-09-21 15:43:48","2017-09-21 15:43:48",NULL,NULL
"16372738","20023","21543","1","X","2017-09-21 15:43:48","2017-09-21 15:43:48",NULL,NULL
"16372738","20087","21673","1","X","2017-09-21 15:43:49","2017-09-21 15:43:49",NULL,NULL
"16372738","20245","21072","1","X","2017-09-21 15:43:49","2017-09-21 15:43:49",NULL,NULL
"16372738","20169","20752","1","X","2017-09-21 15:43:50","2017-09-21 15:43:50",NULL,NULL
"16372738","20000","20006","1","X","2017-09-21 15:43:50","2017-09-21 15:43:50",NULL,NULL
"16372738","20012","20121","1","X","2017-09-21 15:43:50","2017-09-21 15:43:50",NULL,NULL
"16372738","20010","20103","1","X","2017-09-21 15:43:51","2017-09-21 15:43:51",NULL,NULL
"16372738","20292","21656","1","X","2017-09-21 15:43:51","2017-09-21 15:43:51",NULL,NULL
"16372738","20123","21614","1","X","2017-09-21 15:43:52","2017-09-21 15:43:52",NULL,NULL
"16372738","20165","20740","1","X","2017-09-21 15:43:52","2017-09-21 15:43:52",NULL,NULL
"16372738","20169","20753","1","X","2017-09-21 15:43:53","2017-09-21 15:43:53",NULL,NULL
"16372738","20010","20105","1","X","2017-09-21 15:43:53","2017-09-21 15:43:53",NULL,NULL
"16372738","20039","20941","1","X","2017-09-21 15:43:54","2017-09-21 15:43:54",NULL,NULL
"16372738","20204","20950","1","X","2017-09-21 15:43:55","2017-09-21 15:43:55",NULL,NULL
"16372738","20140","20545","1","X","2017-09-21 15:43:55","2017-09-21 15:43:55",NULL,NULL
"16372738","20165","21477","1","X","2017-09-21 15:43:56","2017-09-21 15:43:56",NULL,NULL
"16372738","20023","21551","1","X","2017-09-21 17:37:28","2017-09-21 17:38:06",NULL,NULL
"12213956","20322","0","0","1","2017-09-23 23:21:37","2017-09-23 23:21:37",NULL,NULL
"19098426","20011","20735","1","1","2017-09-24 14:43:40","2017-09-24 14:43:40",NULL,NULL
"19098426","20209","0","0","1","2017-09-24 14:46:00","2017-09-24 14:46:00",NULL,NULL
"19098426","20032","20306","1","1","2017-09-24 14:54:33","2017-09-24 14:54:33",NULL,NULL
"19098426","20011","20734","1","1","2017-09-24 15:01:28","2017-09-24 15:01:28",NULL,NULL
"5930656","20146","0","0","1","2017-09-25 16:50:31","2017-09-25 16:50:31",NULL,NULL
"15776464","20087","21672","1","1","2017-09-26 10:30:18","2017-09-26 10:30:18",NULL,NULL
"12689765","20368","0","0","1","2017-09-28 12:23:35","2017-09-28 12:23:35",NULL,NULL
"12689765","20368","21792","1","1","2017-09-28 12:26:59","2017-09-28 12:26:59",NULL,NULL
"16372738","20025","0","0","1","2017-09-28 13:09:05","2017-09-28 13:09:05",NULL,NULL
"16372738","20383","0","0","X","2017-09-28 13:30:41","2017-09-28 13:30:42",NULL,NULL
"16372738","20383","21496","1","X","2017-09-28 13:50:19","2017-09-28 13:50:20",NULL,NULL
"18927963","20201","0","0","X","2017-09-28 14:57:40","2017-09-28 14:57:40",NULL,NULL
"10405953","20123","0","0","X","2017-09-28 15:47:57","2017-09-28 15:47:57",NULL,NULL
"10405953","20039","0","0","1","2017-09-28 15:50:36","2017-09-28 15:50:36",NULL,NULL
"13502944","20180","20805","1","1","2017-10-01 06:26:53","2017-10-01 06:26:53",NULL,NULL
"13502944","20180","0","0","1","2017-10-01 06:29:33","2017-10-01 06:29:33",NULL,NULL
"2150465","20368","0","0","1","2017-10-01 18:09:49","2017-10-01 18:09:49",NULL,NULL
"2150465","20385","0","0","1","2017-10-01 18:15:36","2017-10-01 18:15:36",NULL,NULL
"14754563","20391","21835","1","1","2017-10-03 11:04:28","2017-10-03 11:04:28",NULL,NULL
"7315984","20303","21119","1","1","2017-10-04 05:45:48","2017-10-04 05:45:48",NULL,NULL
"18927963","20039","0","0","1","2017-10-05 13:56:44","2017-10-05 14:06:19",NULL,NULL
"19226534","20279","0","0","1","2017-10-06 06:28:02","2017-10-06 06:28:02",NULL,NULL
"14809372","20108","20428","1","1","2017-10-09 20:15:39","2017-10-09 20:15:39",NULL,NULL
"14809372","20108","20429","1","1","2017-10-09 20:18:40","2017-10-09 20:18:40",NULL,NULL
"15818288","20346","21332","1","1","2017-10-10 10:23:44","2017-10-10 10:23:44",NULL,NULL
"15818288","20346","0","0","1","2017-10-10 10:26:19","2017-10-10 10:26:19",NULL,NULL
"18724780","20137","0","0","1","2017-10-10 13:43:20","2017-10-10 13:43:20",NULL,NULL
"8843156","20287","21286","1","1","2017-10-12 14:05:31","2017-10-12 14:05:31",NULL,NULL
"12851658","20318","21272","1","1","2017-10-12 22:32:01","2017-10-12 22:32:01",NULL,NULL
"9714906","20039","0","0","1","2017-10-13 09:48:48","2017-10-13 09:48:48",NULL,NULL
"9714906","20039","20178","1","1","2017-10-13 09:49:09","2017-10-13 09:49:09",NULL,NULL
"9714906","20154","20606","1","1","2017-10-13 09:57:45","2017-10-13 09:57:45",NULL,NULL
"4733760","20023","0","0","1","2017-10-15 09:08:17","2017-10-15 09:08:17",NULL,NULL
"1218088","20317","21301","1","1","2017-10-17 19:32:03","2017-10-17 19:32:03",NULL,NULL
"6777206","20235","0","0","1","2017-10-19 14:05:00","2017-10-19 14:05:00",NULL,NULL
"1218088","20317","0","0","1","2017-10-21 08:55:06","2017-11-20 07:57:43",NULL,NULL
"6115537","20352","21362","1","1","2017-10-22 10:08:26","2017-10-22 10:08:26",NULL,NULL
"19255512","20281","0","0","1","2017-10-23 01:16:43","2017-10-23 01:16:43",NULL,NULL
"16372738","20329","0","0","X","2017-10-24 12:16:41","2017-10-24 12:16:41",NULL,NULL
"15102505","20382","21506","1","X","2017-10-25 11:43:12","2017-10-25 11:43:12",NULL,NULL
"19477922","20283","21045","1","1","2017-10-27 13:56:01","2017-10-27 13:56:01",NULL,NULL
"19477922","20168","20750","1","1","2017-10-27 13:59:11","2017-10-27 13:59:11",NULL,NULL
"2708998","20347","0","0","1","2017-10-27 22:40:25","2017-10-27 22:40:25",NULL,NULL
"3202117","20117","20459","1","1","2017-10-30 18:53:01","2017-10-30 18:53:01",NULL,NULL
"19558929","20027","0","0","1","2017-11-03 23:14:10","2017-11-03 23:14:10",NULL,NULL
"19485721","20443","0","0","1","2017-11-05 12:54:09","2017-11-05 12:54:09",NULL,NULL
"12851658","20318","0","0","1","2017-11-06 21:44:02","2017-11-06 21:44:02",NULL,NULL
"6115537","20352","0","0","1","2017-11-07 00:01:37","2017-11-07 00:01:37",NULL,NULL
"6115537","20043","0","0","1","2017-11-07 00:03:26","2017-11-07 00:03:26",NULL,NULL
"25301522","20281","0","0","1","2017-11-07 14:17:55","2017-11-07 14:17:55",NULL,NULL
"25301522","20268","0","0","X","2017-11-07 14:18:45","2017-11-07 14:18:45",NULL,NULL
"19743139","20329","21522","1","1","2017-11-09 19:24:59","2017-11-09 19:24:59",NULL,NULL
"19743139","20379","21474","1","1","2017-11-09 19:26:20","2017-11-09 19:26:20",NULL,NULL
"18855644","20249","20996","1","1","2017-11-10 13:23:11","2017-11-10 13:23:11",NULL,NULL
"19750375","20389","0","0","1","2017-11-11 14:07:01","2017-11-11 14:07:01",NULL,NULL
"5230341","20443","5","1","1","2017-11-12 23:32:22","2017-11-12 23:32:22",NULL,NULL
"19820707","20162","21925","1","1","2017-11-14 16:12:56","2017-11-14 16:12:56",NULL,NULL
"10205137","20163","0","0","1","2017-11-15 10:23:13","2017-11-15 10:23:13",NULL,NULL
"16372738","20382","0","0","X","2017-11-16 15:35:21","2017-11-16 15:35:22",NULL,NULL
"19852331","20436","0","0","1","2017-11-17 04:21:46","2017-11-17 04:21:46",NULL,NULL
"9738080","20002","20035","1","1","2017-11-20 21:55:56","2017-11-20 21:55:56",NULL,NULL
"18054731","20053","20224","1","1","2017-11-21 17:15:47","2017-11-21 17:15:47",NULL,NULL
"14868333","20098","0","0","1","2017-11-27 08:14:27","2017-11-27 08:14:27",NULL,NULL
"14868333","20076","0","0","1","2017-11-27 08:16:39","2017-11-27 08:16:39",NULL,NULL
"14868333","20382","0","0","1","2017-11-27 08:18:14","2017-11-27 08:18:14",NULL,NULL
"18719910","20368","0","0","1","2017-11-27 11:52:02","2017-11-27 11:52:02",NULL,NULL
"9924679","20280","21305","1","1","2017-11-27 17:31:29","2017-11-27 17:31:29",NULL,NULL
"10174477","20098","0","0","1","2017-11-27 18:27:37","2017-11-27 18:27:37",NULL,NULL
"15672011","20436","0","0","1","2017-11-27 21:58:02","2017-11-30 22:28:52",NULL,NULL
"25463765","20179","0","0","1","2017-11-28 17:45:30","2017-11-28 17:45:30",NULL,NULL
"19639928","20185","0","0","1","2017-11-29 00:00:53","2017-11-29 00:00:53",NULL,NULL
"20044688","20040","0","0","1","2017-11-30 01:33:25","2017-11-30 01:33:25",NULL,NULL
"20044688","20040","20182","1","1","2017-11-30 01:34:59","2017-11-30 01:34:59",NULL,NULL
"20051305","20450","1","1","1","2017-11-30 20:42:15","2017-11-30 20:42:15",NULL,NULL
"19277559","20296","0","0","1","2017-12-02 21:40:39","2017-12-02 21:40:39",NULL,NULL
"14382160","20069","0","0","1","2017-12-04 17:56:10","2017-12-04 17:56:10",NULL,NULL
"14014178","20054","0","0","X","2017-12-04 23:51:32","2017-12-04 23:51:32",NULL,NULL
"20122424","20382","0","0","1","2017-12-06 11:31:36","2017-12-06 11:31:36",NULL,NULL
"20120102","20283","0","0","1","2017-12-07 20:53:03","2017-12-07 20:53:03",NULL,NULL
"18557966","20108","20428","1","1","2017-12-08 15:45:44","2017-12-08 15:45:44",NULL,NULL
"16372738","20241","0","0","X","2017-12-08 18:08:41","2017-12-08 18:09:32",NULL,NULL
"16372738","20241","20984","1","1","2017-12-08 18:09:57","2017-12-08 18:10:49",NULL,NULL
"16372738","20241","20985","1","X","2017-12-08 18:11:12","2017-12-08 18:11:12",NULL,NULL
"16372738","20241","21302","1","X","2017-12-08 18:12:12","2017-12-08 18:12:12",NULL,NULL
"19442472","20281","21169","1","1","2017-12-09 01:38:56","2017-12-09 01:38:56",NULL,NULL
"19442472","20077","20299","1","1","2017-12-09 01:43:47","2017-12-09 01:43:47",NULL,NULL
"12940765","20292","0","0","1","2017-12-13 20:54:21","2017-12-13 20:54:21",NULL,NULL
"20226929","20117","20459","1","1","2017-12-13 22:13:01","2017-12-13 22:13:01",NULL,NULL
"20238657","20241","20981","1","1","2017-12-15 11:15:17","2017-12-15 11:15:17",NULL,NULL
"18186746","20246","0","0","1","2017-12-16 15:18:47","2017-12-16 15:18:47",NULL,NULL
"18186746","20107","20427","1","1","2017-12-16 15:21:13","2017-12-16 15:21:13",NULL,NULL
"25010775","20382","21779","1","1","2017-12-17 20:37:58","2017-12-17 20:37:58",NULL,NULL
"25398173","20056","0","0","1","2017-12-18 23:21:36","2017-12-18 23:21:36",NULL,NULL
"19581946","20053","0","0","1","2017-12-20 09:55:08","2017-12-20 09:55:08",NULL,NULL
"4242754","20436","5","1","1","2017-12-22 17:22:50","2017-12-22 17:22:50",NULL,NULL
"16545862","20383","0","0","1","2017-12-22 21:49:26","2017-12-22 21:49:26",NULL,NULL
"19120999","20190","0","0","1","2017-12-23 19:32:58","2017-12-23 19:32:58",NULL,NULL
"5877980","20382","21737","1","1","2017-12-23 21:09:58","2017-12-23 21:18:59",NULL,NULL
"25309281","20077","20299","1","1","2017-12-26 11:27:14","2017-12-26 11:27:14",NULL,NULL
"16372738","20439","0","0","1","2017-12-28 14:15:22","2017-12-28 14:15:22",NULL,NULL
"13517793","20197","0","0","1","2017-12-29 18:45:41","2017-12-29 18:45:41",NULL,NULL
"13517793","20172","0","0","1","2017-12-29 18:46:49","2017-12-29 18:46:49",NULL,NULL
"13517793","20162","0","0","1","2017-12-29 18:47:19","2017-12-29 18:47:19",NULL,NULL
"13517793","20165","0","0","1","2017-12-29 21:46:02","2017-12-29 21:46:02",NULL,NULL
"13517793","20251","0","0","1","2017-12-29 21:47:45","2017-12-29 21:47:45",NULL,NULL
"13517793","20166","0","0","1","2017-12-29 21:49:51","2017-12-29 21:49:51",NULL,NULL
"1352727","20016","20132","1","1","2017-12-29 22:10:04","2017-12-29 22:10:04",NULL,NULL
"20449623","20064","0","0","1","2017-12-30 10:50:25","2017-12-30 10:50:25",NULL,NULL
"77951","20035","0","0","1","2017-12-31 12:51:52","2017-12-31 12:51:52",NULL,NULL
"2473752","20207","20914","1","1","2017-12-31 13:42:25","2017-12-31 13:42:25",NULL,NULL
"2473752","20207","0","0","1","2017-12-31 13:44:07","2017-12-31 13:44:07",NULL,NULL
"19659830","20379","0","0","1","2018-01-01 02:41:28","2018-01-01 02:41:28",NULL,NULL
"19659830","20383","0","0","1","2018-01-01 02:44:49","2018-01-01 02:44:49",NULL,NULL
"18626889","20370","21391","1","1","2018-01-01 04:02:42","2018-01-01 04:02:42",NULL,NULL
"25117792","20089","0","0","1","2018-01-03 07:21:01","2018-01-03 07:21:01",NULL,NULL
"20556696","20172","20772","1","1","2018-01-04 21:48:10","2018-01-04 21:48:10",NULL,NULL
"19982997","20002","20032","1","1","2018-01-05 17:18:15","2018-01-05 17:18:15",NULL,NULL
"20267183","20467","0","0","1","2018-01-05 20:07:42","2018-01-05 20:07:42",NULL,NULL
"7542585","20146","0","0","1","2018-01-05 22:30:00","2018-01-05 22:30:00",NULL,NULL
"17713657","20165","0","0","1","2018-01-06 10:10:04","2018-01-06 10:10:04",NULL,NULL
"19864263","20087","21670","1","1","2018-01-07 02:35:59","2018-01-07 02:35:59",NULL,NULL
"19864263","20311","21217","1","1","2018-01-07 02:45:19","2018-01-07 02:45:19",NULL,NULL
"19864263","20133","20519","1","1","2018-01-07 02:51:53","2018-01-07 02:51:53",NULL,NULL
"20607689","20318","21265","1","1","2018-01-07 20:52:43","2018-01-07 21:07:13",NULL,NULL
"20615559","20390","21820","1","1","2018-01-08 14:21:21","2018-01-08 14:21:21",NULL,NULL
"20631297","20303","0","0","1","2018-01-09 19:47:38","2018-01-09 19:47:38",NULL,NULL
"16523094","20382","21785","1","1","2018-01-10 18:58:44","2018-01-10 18:58:44",NULL,NULL
"19825855","20095","20370","1","1","2018-01-11 04:12:55","2018-01-11 04:12:55",NULL,NULL
"19825855","20042","21433","1","1","2018-01-11 04:13:23","2018-01-11 04:13:23",NULL,NULL
"20645125","20179","20802","1","1","2018-01-11 13:10:20","2018-01-12 19:14:14",NULL,NULL
"10943865","20056","0","0","1","2018-01-15 12:04:14","2018-01-15 12:04:14",NULL,NULL
"16732558","20046","0","0","1","2018-01-15 20:30:12","2018-01-15 20:30:12",NULL,NULL
"19658621","20077","0","0","1","2018-01-16 09:02:37","2018-01-16 09:02:37",NULL,NULL
"19658621","20379","21487","1","1","2018-01-16 09:04:15","2018-01-16 09:04:15",NULL,NULL
"20182401","20014","0","0","1","2018-01-17 10:41:06","2018-01-17 10:41:06",NULL,NULL
"11655181","20460","10","1","1","2018-01-17 18:54:21","2018-01-17 18:54:21",NULL,NULL
"11655181","20041","20672","1","1","2018-01-17 18:58:28","2018-01-17 18:58:28",NULL,NULL
"19707393","20385","0","0","1","2018-01-18 00:11:12","2018-01-18 00:11:12",NULL,NULL
"12787455","20162","21920","1","1","2018-01-18 22:23:47","2018-01-18 22:23:47",NULL,NULL
"13344701","20382","21782","1","1","2018-01-19 17:36:40","2018-01-19 17:40:22",NULL,NULL
"13344701","20382","0","0","1","2018-01-19 17:39:53","2018-01-19 17:39:53",NULL,NULL
"9302721","20244","0","0","1","2018-01-19 18:46:43","2018-01-19 18:46:43",NULL,NULL
"25342844","20329","0","0","1","2018-01-20 11:16:17","2018-01-20 11:16:17",NULL,NULL
"25342844","20176","0","0","1","2018-01-20 11:17:56","2018-01-20 11:17:56",NULL,NULL
"25342844","20225","0","0","1","2018-01-20 11:19:10","2018-01-20 11:19:10",NULL,NULL
"25342844","20014","0","0","1","2018-01-20 11:20:09","2018-01-20 11:20:09",NULL,NULL
"16140343","20472","7","1","1","2018-01-20 22:34:40","2018-01-20 22:34:40",NULL,NULL
"15140534","20383","0","0","1","2018-01-22 21:18:16","2018-01-22 21:18:16",NULL,NULL
"9285166","20157","20663","1","1","2018-01-24 10:05:31","2018-01-24 10:05:31",NULL,NULL
"20822724","20420","3","1","1","2018-01-24 11:48:48","2018-01-24 11:48:48",NULL,NULL
"20825882","20024","20318","1","1","2018-01-24 15:07:34","2018-01-24 15:07:34",NULL,NULL
"17656328","20089","0","0","1","2018-01-25 15:31:43","2018-01-25 15:31:43",NULL,NULL
"25405023","20487","0","0","X","2018-01-26 13:29:39","2018-01-26 13:29:39",NULL,NULL
"20130721","20042","21433","1","1","2018-01-26 13:38:06","2018-01-26 13:38:30",NULL,NULL
"3177295","20366","0","0","1","2018-01-28 12:04:25","2018-01-28 12:04:25",NULL,NULL
"25405023","20172","20775","1","1","2018-01-28 20:32:30","2018-01-28 20:32:30",NULL,NULL
"25405023","20487","1","1","1","2018-01-28 20:44:27","2018-01-28 20:44:27",NULL,NULL
"7025995","20385","21534","1","1","2018-01-28 23:53:15","2018-01-28 23:53:15",NULL,NULL
"19353459","20012","0","0","1","2018-01-29 22:59:42","2018-01-29 22:59:42",NULL,NULL
"13517793","20162","21920","1","1","2018-01-30 06:35:39","2018-01-30 06:35:39",NULL,NULL
"19638632","20459","1","1","1","2018-01-31 16:38:28","2018-01-31 16:38:28",NULL,NULL
"20336854","20467","6","1","1","2018-02-02 15:30:59","2018-02-02 15:30:59",NULL,NULL
"15191046","20154","0","0","1","2018-02-02 15:49:22","2018-02-02 15:49:22",NULL,NULL
"15045460","20468","0","0","1","2018-02-02 21:15:02","2018-02-02 21:15:02",NULL,NULL
"12719862","20179","0","0","1","2018-02-03 16:24:36","2018-02-03 16:24:36",NULL,NULL
"17300526","20120","20467","1","1","2018-02-03 21:08:07","2018-02-03 21:08:07",NULL,NULL
"16026746","20347","21377","1","1","2018-02-05 17:10:27","2018-02-05 17:10:27",NULL,NULL
"16026746","20157","20663","1","1","2018-02-05 17:11:29","2018-02-05 17:11:29",NULL,NULL
"16026746","20392","21840","1","1","2018-02-05 17:13:14","2018-02-05 17:13:14",NULL,NULL
"7369847","20085","0","0","1","2018-02-06 08:02:46","2018-02-06 08:02:46",NULL,NULL
"20920597","20175","21567","1","X","2018-02-06 15:49:51","2018-02-06 15:49:52",NULL,NULL
"19631402","20039","20944","1","1","2018-02-06 16:32:55","2018-02-06 16:32:55",NULL,NULL
"18870822","20035","21665","1","1","2018-02-07 08:18:28","2018-02-07 08:18:28",NULL,NULL
"21015059","20098","20388","1","1","2018-02-08 17:48:25","2018-02-08 17:48:25",NULL,NULL
"17150781","20498","0","0","1","2018-02-08 19:48:19","2018-02-08 19:48:19",NULL,NULL
"17150781","20498","1","1","1","2018-02-08 19:48:24","2018-02-08 19:48:24",NULL,NULL
"21011685","20163","0","0","1","2018-02-08 21:04:59","2018-02-08 21:04:59",NULL,NULL
"20453182","20092","21680","1","1","2018-02-08 21:37:29","2018-02-08 21:37:29",NULL,NULL
"21038252","20205","0","0","1","2018-02-10 14:32:00","2018-02-10 14:32:00",NULL,NULL
"19825855","20060","21020","1","1","2018-02-10 20:04:06","2018-02-10 20:04:22",NULL,NULL
"8253910","20002","0","0","1","2018-02-11 09:42:13","2018-02-11 09:42:13",NULL,NULL
"20540513","20310","0","0","1","2018-02-12 18:24:58","2018-02-12 18:24:58",NULL,NULL
"9326093","20463","1","1","1","2018-02-13 08:38:15","2018-02-13 08:38:15",NULL,NULL
"19565041","20091","0","0","1","2018-02-13 14:16:57","2018-02-13 14:16:57",NULL,NULL
"14786407","20450","7","1","1","2018-02-14 02:43:26","2018-02-14 02:43:26",NULL,NULL
"6391279","20363","0","0","1","2018-02-14 21:38:11","2018-02-14 21:38:11",NULL,NULL
"6391279","20363","21905","1","1","2018-02-14 21:40:19","2018-02-14 21:40:19",NULL,NULL
"8835612","20449","3","1","1","2018-02-15 01:08:32","2018-02-15 01:08:32",NULL,NULL
"20722763","20498","0","0","1","2018-02-15 07:58:08","2018-02-15 07:58:08",NULL,NULL
"20920597","20143","0","0","X","2018-02-15 11:59:31","2018-02-15 11:59:32",NULL,NULL
"21129439","20125","20483","1","1","2018-02-16 13:54:45","2018-02-16 13:54:45",NULL,NULL
"21129439","20125","0","0","1","2018-02-16 14:35:26","2018-02-16 14:35:26",NULL,NULL
"21130047","20117","20464","1","1","2018-02-16 15:13:11","2018-02-16 15:13:11",NULL,NULL
"10917089","20039","0","0","1","2018-02-16 15:40:32","2018-02-16 15:40:32",NULL,NULL
"20383353","20187","20825","1","1","2018-02-16 20:48:17","2018-02-16 20:48:17",NULL,NULL
"5046945","20422","0","0","1","2018-02-16 21:24:17","2018-02-16 21:24:17",NULL,NULL
"21136733","20089","20352","1","1","2018-02-16 23:38:22","2018-02-16 23:38:22",NULL,NULL
"21136733","20310","21209","1","1","2018-02-16 23:44:29","2018-02-16 23:44:29",NULL,NULL
"3271066","20158","0","0","1","2018-02-20 13:15:44","2018-02-20 13:15:44",NULL,NULL
"19582556","20209","0","0","X","2018-02-20 22:40:43","2018-02-20 22:40:43",NULL,NULL
"19582556","20271","0","0","1","2018-02-20 22:41:43","2018-02-20 22:41:43",NULL,NULL
"21196289","20311","21220","1","1","2018-02-21 04:10:36","2018-02-21 04:10:36",NULL,NULL
"21196985","20487","1","1","1","2018-02-21 10:11:10","2018-02-21 10:11:10",NULL,NULL
"21200930","20012","20134","1","1","2018-02-21 22:49:46","2018-02-21 22:49:46",NULL,NULL
"21200930","20012","0","0","1","2018-02-21 22:51:13","2018-02-21 22:51:13",NULL,NULL
"20632622","20002","20040","1","1","2018-02-22 00:44:09","2018-02-22 00:44:09",NULL,NULL
"21205194","20182","0","0","1","2018-02-22 01:05:59","2018-02-22 01:09:55",NULL,NULL
"21211925","20137","20532","1","1","2018-02-22 21:58:59","2018-02-22 21:58:59",NULL,NULL
"1496196","20382","0","0","1","2018-02-22 22:37:59","2018-02-22 22:37:59",NULL,NULL
"6180992","20016","0","0","1","2018-02-23 01:24:02","2018-02-23 01:24:02",NULL,NULL
"21226915","20382","21786","1","1","2018-02-24 07:10:24","2018-02-24 07:10:24",NULL,NULL
"21226915","20118","0","0","1","2018-02-24 07:14:38","2018-02-24 07:14:38",NULL,NULL
"20537895","20418","0","0","1","2018-02-25 11:21:43","2018-02-25 11:21:43",NULL,NULL
"20989629","20162","21920","1","1","2018-02-25 17:38:20","2018-02-25 17:38:20",NULL,NULL
"11033335","20318","21265","1","1","2018-02-26 13:52:03","2018-02-26 13:52:03",NULL,NULL
"16733462","20028","20453","1","1","2018-02-26 14:33:29","2018-02-26 14:33:29",NULL,NULL
"16733462","20491","0","0","1","2018-02-26 14:41:19","2018-02-26 14:41:19",NULL,NULL
"10252244","20180","0","0","1","2018-02-27 05:36:11","2018-02-27 05:36:11",NULL,NULL
"19813930","20440","3","1","1","2018-02-27 19:09:52","2018-02-27 19:09:52",NULL,NULL
"17828300","20352","0","0","1","2018-02-28 01:16:40","2018-02-28 01:16:40",NULL,NULL
"17828300","20352","21362","1","1","2018-02-28 01:18:14","2018-02-28 01:18:14",NULL,NULL
"21291757","20382","21737","1","1","2018-02-28 03:32:34","2018-02-28 03:32:34",NULL,NULL
"17159193","20460","0","0","1","2018-02-28 09:04:18","2018-02-28 09:04:18",NULL,NULL
"17159193","20460","11","1","1","2018-02-28 09:05:36","2018-02-28 09:05:36",NULL,NULL
"17159193","20460","5","1","1","2018-02-28 09:08:27","2018-02-28 09:08:27",NULL,NULL
