"IDENT_KEY","IDENT_NAME","KEY_CODE","KEY_VALUE","KEY_TEXTAREA_VALUE","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"O104","予約内容","02","診察内容","","system","2017-08-08 03:18:51","system","2017-08-08 03:18:51","1"
"O104","●●からのお知らせ","03","病院","","system","2017-08-08 03:18:51","system","2017-08-08 03:18:51","1"
"O104","受付メモ","04","受付・予約メモ","","system","2017-12-20 10:56:13","system","2017-12-20 10:56:13","1"
"O105","EPARK病院の会員登録ページリンク","01","0","","system","2017-08-08 03:18:51","system","2017-08-08 03:18:51","1"
"O105","WEB予約受付","02","4","","system","2017-08-08 03:18:51","system","2017-08-08 03:18:51","1"
"O105","WEB予約停止メッセージ","03","","現在、受付を停止しております。","system","2017-08-08 03:18:51","system","2017-08-08 03:18:51","1"
"O105","再診チェックのボタン名称","04","1","","system","2017-08-08 03:18:51","system","2017-08-08 03:18:51","1"
"O105","当日の予約回数制限","06","","","system","2017-08-08 03:18:51","system","2017-08-08 03:18:51","1"
"O105","当月の予約回数制限","07","","","system","2017-08-08 03:18:51","system","2017-08-08 03:18:51","1"
"O105","新予約画面へのリダイレクト","08","0","","system","2017-08-08 03:18:51","system","2017-08-08 03:18:51","1"
"O105","新予約のライングループ","09","1","","system","2017-08-08 03:18:51","system","2017-08-08 03:18:51","1"
"O105","新予約の日時選択画面の終了時間","10","1","","system","2017-08-08 03:18:51","system","2017-08-08 03:18:51","1"
"O105","本日以降の予約回数制限","11","","","system","2018-03-22 09:40:44","system","2018-03-22 09:40:44","1"
"O106","診察券番号","01","0","","system","2017-08-08 03:18:51","system","2017-08-08 03:18:51","1"
"O106","メールアドレス","02","1","","system","2017-08-08 03:18:51","system","2017-08-08 03:18:51","1"
"O106","生年月日","03","1","","system","2017-08-08 03:18:51","system","2017-08-08 03:18:51","1"
"O106","電話番号","04","1","","system","2017-08-08 03:18:51","system","2017-08-08 03:18:51","1"
"O109","来院済みの色","01","EA771A","","system","2017-08-08 03:18:51","system","2017-08-08 03:18:51","1"
"O109","案内済みの色","02","CC2222","","system","2017-08-08 03:18:51","system","2017-08-08 03:18:51","1"
"O109","保留の色","03","22CC35","","system","2017-08-08 03:18:51","system","2017-08-08 03:18:51","1"
"O109","キャンセルの色","04","CCCCCC","","system","2017-08-08 03:18:51","system","2017-08-08 03:18:51","1"
"O110","リスト1 利用判定","01","1","","system","2017-08-08 03:18:51","system","2017-08-08 03:18:51","1"
"O110","リスト1 名称","02","案内待ち","","system","2017-08-08 03:18:51","system","2017-08-08 03:18:51","1"
"O110","リスト1 表示ステータス","03","1,2","","system","2017-08-08 03:18:52","system","2017-08-08 03:18:52","1"
"O110","リスト2 利用判定","04","1","","system","2017-08-08 03:18:52","system","2017-08-08 03:18:52","1"
"O110","リスト2 名称","05","保留","","system","2017-08-08 03:18:52","system","2017-08-08 03:18:52","1"
"O110","リスト2 表示ステータス","06","4","","system","2017-08-08 03:18:52","system","2017-08-08 03:18:52","1"
"O110","リスト3 利用判定","07","1","","system","2017-08-08 03:18:52","system","2017-08-08 03:18:52","1"
"O110","リスト3 名称","08","案内済み","","system","2017-08-08 03:18:52","system","2017-08-08 03:18:52","1"
"O110","リスト3 表示ステータス","09","3","","system","2017-08-08 03:18:52","system","2017-08-08 03:18:52","1"
"O110","リスト4 利用判定","10","1","","system","2017-08-08 03:18:52","system","2017-08-08 03:18:52","1"
"O110","リスト4 名称","11","キャンセル","","system","2017-08-08 03:18:52","system","2017-08-08 03:18:52","1"
"O110","リスト4 表示ステータス","12","5","","system","2017-08-08 03:18:52","system","2017-08-08 03:18:52","1"
"O111","メールアドレス","01","unei@eparkdock.com","","system","2017-08-08 03:18:52","system","2017-08-08 03:18:52","1"
"O111","院内予約のメール送信設定 予約登録時の配信設定","02","1","","system","2017-08-08 03:18:52","A2062","2019-02-19 15:49:17","3"
"O111","院内予約のメール送信設定 予約変更時の配信設定","03","1","","system","2017-08-08 03:18:52","A2062","2019-02-19 15:49:17","3"
"O111","院内予約のメール送信設定 予約キャンセル時の配信設定","04","1","","system","2017-08-08 03:18:52","A2062","2019-02-19 15:49:17","3"
"O111","予約メールの転送設定","05","1","","system","2017-08-08 03:18:52","A2062","2019-02-19 15:49:17","3"
"O111","予約メールの転送メールアドレス（院内）","06","","dock@kohaya.com|info@kohaya.com|||","system","2017-08-08 03:18:52","A2062","2019-02-19 15:49:17","2"
"O111","予約メールの転送メールアドレス（院外）","07","","dock@kohaya.com|info@kohaya.com|||","system","2017-08-08 03:18:52","A2062","2019-02-19 15:49:17","2"
"O111","事前通知メール","08","0","","system","2017-08-08 03:18:52","A2062","2019-02-19 15:49:17","3"
"O111","予約の事前確認メール 送信日時","09","0","","system","2017-08-08 03:18:52","system","2017-08-08 03:18:52","1"
"O111","予約の事前確認メール 送信日時","10","9","","system","2017-08-08 03:18:52","system","2017-08-08 03:18:52","1"
"O111","呼出メールの送信判定","11","0","","system","2017-08-08 03:18:52","A2062","2019-02-19 15:49:17","3"
"O111","順番予約呼出メールの送信タイミング","12","1","","system","2017-08-08 03:18:52","system","2017-08-08 03:18:52","1"
"O111","順番予約呼出メールの時間単位任意設定1","13","","","system","2017-08-08 03:18:52","system","2017-08-08 03:18:52","1"
"O111","順番予約呼出メールの時間単位任意設定2","14","","","system","2017-08-08 03:18:52","system","2017-08-08 03:18:52","1"
"O111","順番予約呼出メールの時間単位任意設定3","15","","","system","2017-08-08 03:18:52","system","2017-08-08 03:18:52","1"
"O111","見守りメール","16","0","","system","2017-08-08 03:18:52","A2062","2019-02-19 15:49:17","3"
"O111","予約の事前確認メール　前々日・前日　の利用フラグ","17","0","","system","2017-08-08 03:18:52","system","2017-08-08 03:18:52","1"
"O111","予約の事前確認メール　１週間前　の利用フラグ","18","0","","system","2017-08-08 03:18:52","system","2017-08-08 03:18:52","1"
"O111","予約の事前確認メール 送信時間(週)","19","9","","system","2017-08-08 03:18:52","system","2017-08-08 03:18:52","1"
"O111","呼出電話の送信判定","20","","","system","2017-08-08 03:18:52","A2062","2019-02-19 15:49:17","3"
"O111","受付メールのサポートへの転送（院内）","21","1","","system","2017-08-08 03:18:52","A2062","2019-02-19 15:49:17","3"
"O111","受付メールのサポートへの転送（院外）","22","1","","system","2017-08-08 03:18:52","A2062","2019-02-19 15:49:17","3"
"O111","FAXの新レイアウト変更","23","1","","system","2018-07-05 10:36:19","A2062","2019-02-19 15:49:17","3"
"O112","選択中のリスト","01","5","","system","2017-08-08 03:18:52","system","2017-08-08 03:18:52","1"
"O113","発券アプリの認証パスワード","01","","","system","2017-08-08 03:18:52","system","2017-08-08 03:18:52","1"
"O113","案内板の認証パスワード","02","","","system","2017-08-08 03:18:52","system","2017-08-08 03:18:52","1"
"O114","予約情報アラート","01","1","","system","2017-08-08 03:18:52","system","2017-08-08 03:18:52","1"
"O115","共有事項の設定値","01","","","system","2017-08-08 03:18:52","system","2017-08-08 03:18:52","1"
"O119","施設ID","01",\N,"20197","A2062","2017-08-28 15:21:54","A3271","2019-11-28 10:53:23","101"
"O119","施設名","02",\N,"こはや脳神経外科クリニック","A2062","2017-08-28 15:21:54","A3271","2019-11-28 10:53:23","101"
"O119","施設住所","03",\N,"兵庫県神戸市垂水区陸ノ町2-3","A2062","2017-08-28 15:21:54","A3271","2019-11-28 10:53:23","101"
"O119","施設電話番号","04",\N,"078-704-3121","A2062","2017-08-28 15:21:54","A3271","2019-11-28 10:53:23","101"
"R201","配信処理Flag","01","1","","system","2014-12-02 03:36:13","system","2014-12-02 03:36:13","1"
